Fold,Text,Actual Label,Predicted Label
4,aplikasi buruk salah barcode sengaja barckode data kendara valid susah barcode faktor kurang kendara bahan bakar minyak terima kasih,-1,-1
4,good,1,1
4,tolak foto stnk foto kamera aplikasi buruk foto fokus besar,-1,-1
4,pulang update sistem enak susah aneh,1,-1
4,bagus,1,1
4,tolak daftar barcode gara foto stnk payah pertamina,-1,-1
4,promo,0,0
4,kesini kendala daftar barcode unggah foto stnk pilih galeri foto langsung sulit daftar tunggu verifikasi kemarin tolong baik enak pilih unggah galeri,1,-1
4,update baru daftar subsidi sulit tunggu verifikasi kaya update,-1,-1
4,oke praktis,1,1
4,keren,1,1
4,bagus,1,1
4,admin biaya agen gas lpg,0,1
4,data agen gas daftar kosong susah cari gas melon kg,-1,1
4,dzolim,0,1
4,beli gas elpiji non subsidi suruh beli aplikasi eh aplikasi putar kelas pertamina bikin aplikasi kaya gin,0,-1
4,gas warung kelontong agen bagi kalo beli usaha berat,-1,1
4,oke mantap,1,1
4,tolong tambah menu lokasi pangkal lpg,-1,0
4,history otomatis masuk,0,-1
4,akun tulis muat ulang muat ulang muat ulang muat ulang klik muat ulang kacau aplikasi,0,0
4,mantap,1,1
4,mantap,1,1
4,oke tahan sinyal bagus,1,1
4,harga pertamax rp wajar naik perlahan rp rp rp keri naik harga bahan bakar minyak kualitas pertamax suka delay naik harga pertamax cekik,-1,1
4,aplikasi update,0,0
4,excellent,1,1
4,sulit layan lancar,-1,1
4,oke,1,1
4,moga layan cepat,1,1
4,mantap,1,1
4,good,1,1
4,mantap,1,1
4,mudah mudah aplikasi mypertamina,1,1
4,susah masyarakat bijak pertamina,1,-1
4,sulit subsidi bahan bakar minyak isi data input data masuk akun formulir muncul pertamina serius bantu masyarakat tengah data base korlantas mobil daftar isi data subsidi tolak lapor plat mobil ganti putih nomor polisi otomatis ganti tolong pertamina jelas,-1,-1
4,simpel,0,0
4,laman program subsidi akses muncul pemberitahuan halaman muat koneksi stabil coba telkomsel wifi,0,0
4,mantap,1,1
4,aplikasi ampas stabil launch publish sulit isi bensin pakai barcode,-1,-1
4,aplikasi sih bikin susah rakyat solusi daftar susah mohon perhati senang sih lihat rakyat susah,-1,-1
4,barcode pakai orang main orang spbu toling generate barcode,0,-1
4,terima kasih,0,1
4,oke,1,1
4,bayar pilih bank bank,0,1
4,sulit bang,-1,-1
4,centang tombol paham tuju baca,0,-1
4,sulit,-1,-1
4,error,0,0
4,susah daftar tolak data asli,1,-1
4,puas,1,1
4,so far so good,1,1
4,good,1,1
4,salah sistem ulang kali bantu mudah masyarakat sulit masyarakat,-1,-1
4,gagal barcode,-1,-1
4,fitur bagus bagus bikin kesal bayar pakai mypertamina spbu error alhasil fungsi tuju install biar bank tarik tunai cashless repot pakai aplikasi tolong kembang baik ganggu orang awam bawa cash,1,1
4,mantap,1,1
4,kirim data stnk foto kendara,0,-1
4,banyak update,0,1
4,saldo gopay muncul suruh putus pemberitahuannya baik sistem,0,1
4,mantap aplikasi,1,1
4,aplikasi super sulit,1,-1
4,sambung qr bahan bakar minyak,0,1
4,you will get many manfaat such as cashback purchase poin,1,0
4,aplikasi muncul unit,0,0
4,mutasi plat nomor ubah cetak qr sesi habis sulit isi scan qr,-1,-1
4,verifikasi tolak gara gara salah input isi silinder pilih opsi ubah ganti kolom isi silinder salah tunggu minggu,-1,-1
4,aplikasi sukses bikin darah coba daftar hasil gara gara unggah foto stnk menu daftar,1,-1
4,pemberitahuan muat ulang halaman ambil barcode sentuh subsidi pemberitahuan,0,-1
4,mantap kak,1,1
4,oke,1,1
4,moga mudah akses bahan bakar minyak layan masyarakat indonesia,1,1
4,aneh ganggu sistem daftar subsidi tolong baik sistem,-1,-1
4,aplikasi taiikkkkkkkkkkkkk susah masyarakat sial,-1,-1
4,nomor polisi daftar ikut instruksi lampir bpkb stnk foto unit nomor polisi tolak aju banding,0,-1
4,oke,1,1
4,gagal verifikasi sih suruh barcode aplikasi error rakyat suruh layan bahan bakar minyak gin,-1,-1
4,bantu,0,0
4,aplikasi bikin susah negara paksa rakyat orang beres,-1,-1
4,cari qr kode pertalite putar buka web aplikasi,0,-1
4,bintang nol kasih mudah pasang aplikasi maksiat,1,1
4,mohon baik aplikasi baru aplikasi error baru barcode,1,1
4,susah daftar daftar sistem,-1,-1
4,sulit aplikasi buat akun hasil,-1,-1
4,bagus sih isi bensin keluar dompet paket data,1,1
4,ganggu spbu jujur susah sulit,-1,-1
4,verifikasi akun sukses klaim kode qr,1,-1
4,repot,0,1
4,praktis,0,1
4,jumat berkah,0,0
4,mantap,1,1
4,hasil kirim data smp pakai handphone hasil jaring kuat jaring perangkat kirim keluh atensi,1,-1
4,lokasi,0,0
4,login gagal sistem coba,-1,-1
4,apa unggah stnk mobil plus nomor polisi ujung ujung nomor polisi sesuai,0,-1
4,barcode salah tugas spbu isi mobil timbun bahan bakar minyak legal lapor,-1,-1
4,driver gojek hubung gopay mantap mudah uang tunai,1,1
4,mypertamina mudah isi bahan bakar minyak,1,1
4,tolong akun blokir admin,0,1
4,mudah,1,1
4,unggah foto daftar fungsi aplikasi bumn masalah andan daerah merk pertamina,0,-1
4,oke,1,1
4,pakai spbu aplikasi luncur alat bayar spbu indonesia,0,0
4,sulit,-1,-1
4,daftar kendara tulis salah sistem aplikasi teknologi alternatif buang buang,-1,-1
4,isi motor tugas mypertamina error kaya jawab spbu error mypertamina,0,0
4,praktis,0,1
4,aplikasi buruk habis uang negara layak makan uang haram zholim laknat orang terzolimi,-1,-1
4,daftar gagal ubah data ubah data hasil roda roda verifikasi daftar kendara gagal terang subsidi khusus roda ubah data update mohon cerah terima kasih,1,-1
4,rumit,-1,-1
4,aplikasi lot daftar isi bahan bakar minyak subsidi gilir daftar mypertamina tanggap,0,1
4,sial sial aplikasi daftar susah link kirim periksa whatsapp reset pin pesan sial gin deh beli mi arus daftar,-1,0
4,salah sistem daftar kendara halo admin coba baik aplikasi maka juta umat indonesia error bagus aplikasi manfaat kaya gin,1,1
4,lambat,-1,-1
4,bantu,0,0
4,bantu,0,0
4,susah rakyat daftar repot,-1,-1
4,isi bensin sulit bikin barcode menu bantu video call nomor antri tunggu jam,-1,-1
4,akurat,1,1
4,aplikasi tolol daftar salah sistem,-1,-1
5,tolong tim baik sistem isi bahan bakar minyak subsidi kuota tinggal kemarin isi bahan bakar minyak transaksi pemberitahuan riwayat bayar aplikasi contoh bayar tunai pantau penyalahgunaan barcode,1,1
5,unggah stnk susah mati,-1,-1
5,aplikasi subsidi daftar sulit data full foto stnk bpkb tolak beli mobil bekas unggah tolak kecewa moga spbu shell cepat balikpapan,-1,-1
5,susah foto ktp menu edit pilih galeri gagal,-1,-1
5,sulit,-1,-1
5,tolong sulit lalap gagal daftar sesuai suruh heran,-1,-1
5,aplikasi sampah cerita digital buat perintah eh saking buruk unggah data hasil banyak korup ua gnya kali biaya aplikasi hasil aplikasi abal bikin anak ajar software,-1,-1
5,atur fokus aplikasi fitur cahaya pindai stnk hasil buram baca aplikasi,1,-1
5,daftar ganti plat pajak ganti plat daftar kode qr,0,-1
5,akun,0,-1
5,tolong update aplikasi aju kali tolak foto stnk murni salah aplikasi kamera buram buka aplikasi mypertamina buka aplikasi bawa handphone kamera bagus buram,1,-1
5,tugas erti bayar pakai my pertamina erti malas,-1,-1
5,manfaat,0,0
5,praktis,0,1
5,atur susah barcode kedaluwarsa update daftar ulang sulit stnk terang,-1,-1
5,bantu antri cruiser,0,0
5,seta ganti plat nomor niat update aplikasi fitur ambil foto stnk buram mohon baik kasih fitur ambil foto galeri,1,-1
5,input manual update enak susah baru mudah sulit,1,1
5,tolong baik foto stnk file mb atas salah,1,1
5,aplikasi buruk isi data lap habis isi isi verifikasi foto hasil menu foto ambil galeri harus foto settingan default kamera aplikasi mode wide aplikasi mudah bikin susah,-1,-1
5,login nomor handphone pin reset pin pakai pin login,0,-1
5,aneh aplikasi kendara daftar login web guna aplikasi buang anggar,-1,-1
5,stnk input galeri sungguh repot,1,1
5,oke,1,1
5,pds akses aplikasi baca maps masuk alamat susah beli gas sulit,-1,-1
5,mantap,1,1
5,update data efektif,1,1
5,salah sistem salah sistem salah sistem coba ratus kali hasil,-1,-1
5,lambat layan email phone sulit masyarakat mobil roda roda proses selesai desember februari,-1,-1
5,aplikasi,0,-1
5,efektif guna tindak verifikasi orang rajin bayar pajak bahan bakar minyak sulit,1,-1
5,bantu,0,0
5,verifikasi data,0,-1
5,mantap,1,1
5,kamera buram fokus foto stnk pakai iphone,0,-1
5,aplikasi mudah sulit,-1,1
5,bingung barcode kasihan paham perintah milik handphone android gagap teknologi hidup zaman serba urus,-1,-1
5,daftar barcode,0,-1
5,oke,1,1
5,terima kasih aplikasi mudah unduh susah barcode,-1,1
5,barcode status pakai pegawai pom banyak kongkalikong ketap bensin nomor plat sesuai kasih ceper situ,1,0
5,mudah,1,1
5,pakai mobil roda data tulis roda urus samsat tolong mudah praktis,1,-1
5,mantap,1,1
5,kacau aplikasi daftar susah,-1,-1
5,mantap,1,1
5,bagus aplikasi,1,1
5,nama perintah beres sadar masyarakat kasih bintang ulas kritis beres mudah sulit,1,-1
5,bantu buat barcode terima kasih pertamina,0,0
5,aplikasi bagusbisa bayar online qris subsidi terima kasih,1,0
5,tingkat mutu layan terima kasih,0,1
5,oke,1,1
5,mantap,1,1
5,nice,1,1
5,transaksi cepat mudah pegawai spbu ug ramah,1,1
5,kecewa sengaja isi saldo bayar pakai aplikasi pom guna aplikasi,-1,-1
5,hubung link isi bensin,0,-1
5,layan spbu maksimal,0,-1
5,layan masyarakat good,1,1
5,bagus mantap,1,1
5,akun subsidi salah sistem remeh sistem pertamina sistem siap tahun paksa jalan prihatin,-1,-1
5,aplikasi cacat pemberitahuan halaman muat sayang uang negara buang bikin aplikasi gagal,-1,-1
5,isi bensin aplikasi pikir orang habis kuota habis baterai ganggu sinyal handphone tinggal minyak habis isi isi kasih isi tuh minyak,-1,-1
5,keren aplikasi manfaat,1,1
5,cie proses digitalisasi zaman covid hasil aplikasi selamat,1,1
5,nice,1,1
5,nomor handphone pin klaim salah sesuai daftar aduh,-1,-1
5,aplikasi susah masyarakat proses sulit tambah terkadang server error butuh masyarakat bahan bakar minyak subsidi spbu pertamina wajib barcode proses daftar sulit orang beli bahan bakar minyak subsidi,-1,-1
5,oke lancar,1,1
5,pertamina bumn kelas bumn pakai qris baca mypertamina maksa pakai aplikasi biar laku kasihan mypertamina laku sulit sih bumn sih gagap teknologi,-1,-1
5,kembang mypertamina tolong ain bayar via aplikasi dana,0,1
5,bagus,1,1
5,sulit masyarakat,-1,-1
5,oke mobil mewah isi pertalite,1,1
5,buka subsidi pakai browser nyatu aplikasi,0,0
5,wow,1,1
5,aplikasi daerah guna spbu layan bayar aplikasi,0,0
5,bagus mudah praktis sambung bayar dompet elektronik,1,1
5,bayar kartu kredit gagal cek muncul langsung halaman utama,-1,0
5,gagap teknologi kali coba qr kode bahan bakar minyak gagal tolong bantu terima kasih,-1,-1
5,maaf kasih lengkap dat menu lurah guntur lurah guntur tolong,-1,1
5,mantap,1,1
5,mantap praktis,1,1
5,mantap,1,1
5,moga manfaat berkah,0,0
5,balas email kirim hemm,0,-1
5,hilang fitur transaksi program mypertamina error barcode bikin tengkar langgan operator,-1,0
5,register barcode barcode baru data error,1,-1
5,simpel kurang aktivitas fisik,0,1
5,good job,1,1
5,daftar subsidi,0,-1
5,driver taxi angkut darat roda,0,1
5,guna friendly sih aplikasi verifikasi lebih good,1,1
5,data tulis lengkap verifikasi tolak ubah data sulit ampun,-1,-1
5,bantu,0,0
5,bagus,1,1
5,aplikasi bagus tingkat terima kasih,1,1
5,bikin aplikasi gilir keluh susah ampun video call bilang sih telepon video call antar tunggu telepon gelap gulita suara,-1,-1
5,aplikasi sampah tolol update susah isi bensin update alhasil bikin pom pegang operasional aplikasi pecat cari kompeten eror isi eh pindai barcode kali kali coba tugas bilang suruh tunggu jam coba,-1,-1
5,login,0,-1
5,web aplikasi rusak guna salah sistem mohon coba coba hasil sulit isi bahan bakar minyak sulit daftar sulit hei dunia,-1,-1
5,bikin aplikasi mypertamina spbu alas ganggu hapus mypertamina play store,-1,-1
5,mobil mewah alfard crv innova barcode beli pertalite,0,0
5,mypertamina mantap,1,1
5,isi bahan bakar minyak barcode pakai orang kasih barcode orang,0,-1
5,daftar kode qr beli bahan bakar minyak spbu tolong pandu,0,0
5,manfaat,0,0
5,daftar otp bumn bikin anggar negara,0,-1
5,praktis keren,1,1
5,buruk ulang ulang verifikasi gagal sinyal bagus foto lengkap verifikasi gagal kode otp pesan muncul hubung call center solusi suruh ulang ulang gagal verifikasi tolong aplikasi tinjau ulang server terima kasih,-1,-1
5,mantap,1,1
5,mantap boss,1,1
5,kaum rebah bikin aplikasi daftar kendala,-1,-1
5,buruk hapus mobil daftar repot beli bekas daftar,-1,-1
5,aplikasi sial,0,-1
5,bayar bahan bakar minyak mudah,1,1
5,putar isi data ujung stnk salah roda daftar samsat sdm rendah makan uang pajak isi bensin putar,-1,-1
5,overall oke,1,1
5,bantu,0,0
5,stres pakai aplikasi posting ktp gagal langsung ambil foto galeri uk batas bodoh sengaja susah,-1,-1
5,susah daftar kendara,-1,-1
5,oke,1,1
5,mantap indonesa,1,1
5,bantu,0,0
5,mudah beli bahan bakar minyak sesuai jenis kendara online orang jual barcode sesuai spek kendara ktp coba,1,-1
5,keren,1,1
5,good,1,1
5,susah daftar mudah masyarakat sulit buruk,-1,-1
5,daftar unduh pilih daftar aneh rusak,-1,-1
5,mudah,1,1
5,susah,-1,-1
5,good,1,1
5,sdm daftar ketik daftar masuk registrasi definisi sulit,-1,-1
5,maksimal terap,0,-1
5,baik,1,1
5,tunjang layan jasa,0,1
5,nomor polisi kendara sesuai deh sesuai tulis stnk aplikasi baik deh,1,-1
5,buruk daftar sulit,-1,-1
5,aplikasi daftar baca muat ulang coba siang malam,0,0
5,puas,1,1
5,bulan daftar coba coba emosi tingkat salah sistem mau coba data isi lengkap gilir akun salah sistem sistem buruk malu,-1,-1
5,aplikasi aneh isi data lengkap masuk daftar aplikasi perintah indonesia lambat sulit daftar login sulit rakyat bisa,-1,-1
5,te,0,1
5,oke,1,1
5,pertamina beres daftar kali kali barcode mobil innova alfard isi pertalite barcode pertamina rugingak beres,0,-1
6,barcode,0,-1
6,qr kode muncul hasil verifikasi,0,0
6,woyy tolong sok pakai atur barcode urus aplikasi selesai proses reset minggu ganggu kamera bikin buruk buram baik please konsumen tolong buat barcode bikin sulit kamera buruk handphone mahal sekligus lelah,-1,-1
6,mantap,1,1
6,ubah stnk tahun nomor polisi kendara ubah daftar ulang sulit rubah nomor polisi ubah daftar ulang,-1,-1
6,unggah foto ktp gagal susah,-1,-1
6,pertamina call center hubung pesan gas blora jawa janji jam pagi jam silah,-1,-1
6,praktis sulit bawa uang cash,-1,1
6,kesini unggah stnk sulit baca fokus handphone mending menyantumkan foto saran mah susah orang lot foto stnk hadeehhh suram suram,-1,-1
6,masuk foto stnk galeri foto langsung gagal stnk sesuai,-1,-1
6,coba,0,-1
6,tambah unit subsidi subsidi data kirim salah sistem kali kali coba,-1,-1
6,update sulit lambat my pertamina hemmm,-1,-1
6,foto stnk unggah mohon bantu foto unggah bagus foto baca sistem tolong pertamina foto unggah album mudah,1,1
6,kamera subsidi foto stnk daftar barcode kamera buram coba handphone susah daftar tolong baik,1,-1
6,pom bensin tolak mesin rusak alat barcode bikin aplikasi,-1,-1
6,keren,1,1
6,kaya galeri foto foto langsung stnk foto stnk asli langsung foto layar salin coba foto potong sering salah sistem foto buram fokus kamera tolong admin update foto galeri foto,1,-1
6,kendala hubung gopay metode bayar mohon baik terima kasih,1,1
6,tugas,0,1
6,barcode ulang kali reset barcode mobil pakai barcode atur verifikasi nomor plat barcode,0,-1
6,jual gas,0,1
6,cek tagih gas pgn,0,1
6,mantap cepat aman,1,1
6,aplikasi nyaman daftar foto kamera aplikasi unggah stnk fokus susah daftar barcode,-1,-1
6,bintang lanjut,1,0
6,promo please,0,0
6,hai pertamina baik sistem usaha uang gin aplikasi tolong hormat direktur utama pt pertamina aplikasi susah rakyat daftar masuk sesuai stnk kendara tolak nomor polisi masuk beda daftar payah,1,-1
6,kembali mypertamina unggah foto galeri,0,1
6,daftar sulit,-1,-1
6,coba,0,-1
6,unggah foto galeri foto langsung tingkat bu tidak unggah foto stnk langsung ambil galeri foto ulang tolong baru susah daftar,-1,-1
6,mantap,1,1
6,kasih bintang bagus kasih bintang,1,1
6,bagus,1,1
6,sulit,-1,-1
6,kode otp coba whatsapp pesan coba,0,0
6,daftar unduh beranda nik daftar,0,0
6,deteksi lokasi muncul tulis aplikasi deteksi lokasi google maps,0,0
6,transaksi mypertamina poin,0,1
6,kode qr muat data mobil,0,0
6,guna telepon call center pulsa habis operator bicara perintah bikin susah rakyat,-1,-1
6,pesan gas via website via telepon menit layan tugas dengar,0,0
6,tolong sistem kondisi lapang masak gara gara stock stnk samsat habis daftar bahan bakar minyak subsidi unggah stnk habis stock unggah stempel samsat,0,-1
6,selalu isi pakai kode qr lihat riwayat proses transaksi guna kode kosong,-1,-1
6,manjay mantap jaya,1,1
6,sulit pakai barcode mobil mewah isi,-1,-1
6,kirim data kendara,0,-1
6,lambat,-1,-1
6,serba sulit daftar login sulit login,-1,-1
6,daftar kendara error coba ulang kali error salah sistem qr kode spbu layan qr mohon baik sistem,-1,-1
6,good job,1,1
6,mudah proses,1,1
6,oke,1,1
6,mohon step mudah,1,1
6,oke,1,1
6,mantap,1,1
6,aplikasi buruk ganggu mudah jaring bagus pemberitahuan suruh muat ulang kocak,-1,-1
6,bantu bawa uang cash tolong pertamina bahan bakar minyak murahin,0,1
6,bintang layak mobil anggur isi bensin data verifikasi gagal barcode sistem sibuk,-1,-1
6,bagus,1,1
6,salah sistem bikin akun beli bensin sulit pertamina heiiiii susah rakyat,-1,-1
6,mudah mudah sasar,1,1
6,edit tinggal opsi unduh qr fungsi,1,0
6,good,1,1
6,mantap,1,1
6,oke,1,1
6,bagus,1,1
6,daftar barcode mobil unit mobil bpkb mobil barcode mobil bpkb leasing foto bpkb mobil coba mypertamina suka sulit gun,-1,-1
6,oke,1,1
6,aplikasi cacat,-1,-1
6,oke,1,1
6,barcode susah,-1,-1
6,mudah,1,1
6,beli mobil bekas mohon keluh nomor polisi valid aplikasi rusak,-1,-1
6,subsidi tepat kapasitas mesin salah kunci subsidi sich mobil mewah isi pertalite bio solar aneh,1,-1
6,error daftar kendara pasu nomor rangka tulis data kendara sesuai data sesuai kali isi data,0,-1
6,oke bagus,1,1
6,buat barcode lumayan mudah,1,1
6,bagus,1,1
6,oke,1,1
6,mantap,1,1
6,aplikasi bayar klaim poin guna antri cepat lambat tunggu proses bayar update fitur metode bayar gopay ovo klik gagal proses haisss fakta lapang motor beli pertalite pakai aplikasi kaya oknum aplikasi paksa pertamax,-1,-1
6,oke,1,1
6,batu rumah kode qr,0,0
6,unggah foto ktp kali gagal bikin aplikasi mudah rakyat sulit gilir unggah cek data roda bagong negara,-1,-1
6,good,1,1
6,susah isi menu utama,-1,-1
6,bagus lanjut,1,1
6,oke,1,1
6,baik sistem,1,1
6,foto stnk unggah handphone komputer foto langsung sulit daftar,-1,-1
6,mantap,1,1
6,aplikasi buruk sulit putar putar susah bikin akun sulit ambil pin tolong baik,-1,-1
6,mantap,1,1
6,sulit konfirmasi unduh kode qr aplikasi buka unduh kode qr aneh salah sandi email sesuai daftar,-1,-1
6,sulit,-1,-1
6,oke,1,1
6,manfaat,0,0
6,susah masyarakat,-1,-1
6,praktis efektif,1,1
6,bagus mudah,1,1
6,kacau hasil daftar akun daftar unit kendara pemberitahuan daftar pertalite khusus kendara roda kendara roda wajib daftar beli pertalite pasu kali hari beda nomor rangka sesuai coba tim vendor tolong benah usaha bumn asa umkm terima kasih,1,-1
6,gagal buka,-1,-1
6,salah sistem mohon cerah isi data sesuai gagal mau sih daftar bikin sulit isi bahan bakar minyak sulit aplikasi masalah pusing coba ibu hadehhh,-1,-1
6,aplikasi susah masyarakat daftar sulit gagal daftar ulang nik daftar perintah sistem susah orang desak antar orang sakit jalan pakai mobil pribadi kuota pom isi minyak kendara layan usaha mypertamina tanggung,-1,-1
6,main handphone isi bahan bakar minyak balik main handphone isi bahan bakar minyak,0,1
6,maju pantang mundur kabur lari,0,1
6,kode registrasi kirim masuk,0,-1
6,kelas bumn bikin aplikasi sulit sumber daya manusia rendah gaji,-1,-1
6,bagus,1,1
6,sulit,-1,-1
6,aplikasi sial data stnk bpkb plat nomor ktp tolak alas data valid,-1,-1
6,suruh foto stnk subsidi gilir foto centang langsung suruh isi ulang kali kali isi website benar woi samsat benar data,0,-1
6,kumpul point,0,1
6,unggah foto ktp daftar klik oke ambil foto cari solusi,1,-1
6,jalan kota,0,1
6,masuk daftar subsidi aplikasi buka bagai pertamina pilih bulu gin cerita,0,-1
6,bantu mantap margo mantap,1,1
6,kali daftar verifikasi tolak nomor polisi sua foto mobil stnk,0,-1
6,oke,1,1
6,sulit bayar hutang pakai barcode,-1,-1
6,aplikasi berat konsumen daftar nik ktp bpkb mobil bpkb leasing mobil lunas,-1,-1
6,terima kasih aplikasi mudah,1,1
6,kemarin daftar barcode kada luarsa login klaim barcode pusing,0,-1
6,mantap bantu,1,1
6,barcode mypertamina akun muncul,0,0
6,foto stnk respon,0,-1
6,spbu daerah sumbar riau bayar mypertamina,0,0
6,bagus,1,1
6,aplikasi baja,0,1
6,maksud bagus biar data sayang aplikasi pakai input data mobil error habis anggar aplikasi masyarakat nikmat,1,-1
6,oke,1,1
6,mantap,1,1
6,selagi niat dukung allah swt,-1,0
6,izin kare terbit barcode,-1,0
6,tolong kembali unggah foto stnk galeri sulit foto langsung mobil diam tempat butuh makan,-1,-1
6,aplikasi bikin pusing,0,-1
6,foto mobil eh verifikasi ulang,0,-1
6,mohon maaf admin guna bahan bakar minyak dexlite bayar aplikasi coba kali gagal jaring stabil tolong baik,1,-1
6,mantap tinggal pindai qris mesin operasi masalah input manual,1,1
6,isi bahan bakar minyak spbu isi tugas isi transaksi,0,1
6,oke,1,1
6,bagus layan mantap,1,1
6,aplikasi buruk pin nomor telepon lucu,-1,-1
7,jelas guna,1,1
7,sulit barcode mohon mudah rakyat indonesia,-1,-1
7,aplikasi capai lelah isi data sistem masalah tolong pertamina,-1,-1
7,aplikasi buruk barcode pakai spbu coba cari barcode kendara aplikasi mypertamina unduh menu cari barcode kendara daftar isi data ulang ulang isi data nomor kendara cari daftar barcode unduh pakai kali kali isi bahan bakar minyak,-1,-1
7,oke mantap,1,1
7,bantu,0,0
7,qr customer tampil,0,0
7,blokir bikin normal,1,-1
7,kelas otp masuk masuk,0,0
7,mudah transaksi terima kasih,1,1
7,login format salah nomor handphone sandi ganti sandi,-1,0
7,kualitas buruk update unggah foto kamera buram fokus,-1,-1
7,ajar,0,1
7,sulit maksimal fitur,-1,-1
7,manfaat ojek online,0,1
7,gin susah susah,-1,-1
7,bantu,0,0
7,bolak unggah data selesai verifikasi akun kabar,0,-1
7,mantap,1,1
7,mantap,1,1
7,buruk masak tolak kirim foto,-1,-1
7,aplikasi laku paksa karyawan spbu fake transaksi lawak pertamina,-1,-1
7,registrasi pandu foto stnk foto mobil tolong jelas terima kasih,0,0
7,oke,1,1
7,cacat gilir capai antri aplikasi error pergi tarik tunai antri,0,0
7,update,0,0
7,admin tolong kali verifikasi tolak foto stnk anggap hitam putih foto salin asli foto berkas stnk asli pakai iphone hasil buram png jpg jpeg tolong kasih solusi,1,-1
7,akses halaman subsidi refresh halaman aplikasi bumn aplikasi anak magang buang label bumn mu malu malu in,0,-1
7,mantap,1,1
7,muas,1,1
7,oke,1,1
7,aplikasi buruk bantu sulit,-1,-1
7,konoha bagong up load foto stnk pajak susah ampun,-1,-1
7,mantap,1,1
7,bintang,0,1
7,manfaat,0,0
7,senang,0,1
7,asyik,1,-1
7,mudah simpel,1,1
7,ambil foto beranda,0,-1
7,oke,1,1
7,keren mantap mudah terima kasih,1,1
7,barcode salah orang hak tolong pertamina tambah kode otp isi bahan bakar minyak,-1,-1
7,mantap,1,1
7,aplikasi sinkron samsat ganti plat nomor daftar ulang sulit negeri konoha,-1,-1
7,oke,1,1
7,daftar pertalite subsidi gagal bolak pasang beberapa handphone gagal,-1,-1
7,oke,1,1
7,repot barcode mypertamina aplikasi tolong mudah,1,1
7,halaman verifikasi kode verifikasi kirim kirim whatsapp pesan ulang nomor daftar sulit,-1,-1
7,bagus,1,1
7,aplikasi daftar buruk sulit,-1,-1
7,minggu coba daftar gagal registrasi suruh coba coba minggu coba ubah pakai barcode sulit daftar tolong mypertamina baik aplikasi biar masyarakat mudah akses daftar masyarakat senang mypertamina senang terima kasih,1,-1
7,data plat kendara isi sesuai arah eh sandi salah mau pertamina,-1,-1
7,susah daftar susah,-1,-1
7,registrasi mypertamina isi pertalite mobil jalan yogya bandung eh isi pertalite cek mypertamina perintah muat ulang klik kali telepon data data aneh aplikasi turun bintang,-1,-1
7,gopay tabung sulit pakai ovo,-1,-1
7,suruh pakai aplikasi error,0,-1
7,mantap,1,1
7,aplikasi sulit lebih sulit aplikasi perban beli pinjam syarat syarat barcode beli rumah payah,-1,-1
7,oke,1,1
7,aplikasi buruk salah jaring unggah,-1,-1
7,payah kendara mending balik jaman purba,1,1
7,nice,1,1
7,update data hilang login masuk data nik aplikasi sampah,0,-1
7,sungguh mantap,1,1
7,sulit,-1,-1
7,barcode suruh bayar,0,-1
7,sulit bantu,-1,-1
7,bantu beli bahan bakar praktis pilih metode bayar,0,0
7,hapus baca komentar kecewa sih tolong revisi biar bintang full aplikasi,-1,-1
7,daftar subsidi bahan bakar minyak tolak aplikasi muda sulit,-1,-1
7,oke mantap,1,1
7,coba sukses barcode tuk beli bahan bakar minyak alas suruh update update data verifikasi stnk daftar error tolong aplikasi baru mudah masyarakat,1,-1
7,barcode,0,-1
7,susah akun daftar daftar ulang wajib bpkb,-1,-1
7,buruk daftar mypertamina login nik sandi sesuai masuk sulit masyarakat aplikasi buruk parah gin sulit masyarakat hadehh,-1,-1
7,aplikasi update mohon isi data ka,0,-1
7,ikut tunjuk proses daftar akun gampang tinggal tunggu verifikasi,1,-1
7,cepat layan ramah,1,1
7,mantap,1,1
7,bagus aplikasi sungguh bantu jaman modern,1,1
7,bagus mypertamina,1,1
7,sulit tolol,-1,-1
