Fold,Text,Actual Label,Predicted Label
7,aplikasi riset sandi error fitur aplikasi fokus tuju kontrol pengunaan bahan bakar minyak subsidi kalimantan barat kabupaten sekadau pakai barcode pom bensin cepat habis kosong aneh,1,-1
7,rumit sinyal spbu susah,-1,-1
7,aplikasi payah ambil otp error kirim data bikin qr sistem alami salah alas bikin aplikasi sengaja sulit rakyat alas jaring bayar server korupsi wajib,-1,-1
7,admin kendara habis mutasi daftar barcode solar isi data suruh foto stnk stnk suruh tunggu solusi admin,0,-1
7,simpel bantu,0,0
7,bayar error antri ujung ujung beli antri,0,0
7,barcode ganti plat nomor tolak sistem foto stnk mobil niru tutorial youtube tolak payah bikin susah masyarakat,-1,-1
7,aplikasi lot tolong baik,1,1
7,mantap,1,1
7,daftar subsidi sistem error,0,-1
7,mantap,1,1
7,bayar lancar maaf daftar subsidi susah foto gagal ambil gambar galeri mohon baik ambil gambar galeri terima kasih,-1,-1
7,oke,1,1
7,digitalisasi pasti guna kendala kalo kendala pasti mumpuni kerja urus daftar kek selesai buang woi,1,-1
7,aplikasi batu,0,1
7,mantap,1,1
7,terima kasih,0,1
7,mobil ganti mobil jual bahan bakar minyak bio solar ganti mobil bahan bakar minyak pertalite,0,0
7,oke,1,1
7,mitra aktif,-1,-1
7,good,1,1
7,sulit urgent isi bahan bakar daftar mypertamina daftar hasil login sulit masyarakat,-1,-1
7,cakap,0,1
7,barcode,0,-1
7,sulit kasih solusi sebal,-1,-1
7,mantap,1,1
7,oke,1,1
7,update sebal,-1,0
7,koneksi layan input data dokumen aju qr kode mypertamina,0,0
7,pertamina moga lihat komentar rating bintang layan ajar sopan ketus alami isi bensin sulit layan ketus etis isi pom bensin mayor,-1,1
7,bagus,1,1
7,mantap poin,1,1
7,bantu,0,0
7,erti fungsi aplikasi jual aplikasi biar unduh isi bahan bakar minyak sulit kali mesti tunjuk barcode beda tunjuk barcode barcode bahan bakar langka tolong bantu paham aplikasi lot kali,-1,-1
7,sabtu jan jam isi pertalite ribu pakai barcode kuota habis pom isi tanggal jan isi,0,-1
7,oke,1,1
7,bagus,1,1
7,abu abdillah kaibon barokallohufikum,0,1
7,penting,1,1
7,aplikasi sempurna,1,1
7,subsidi tepat error muncul pilih uninstall,1,0
7,susah daftar unggah foto menu daftar pakai indonesia harus error parah,-1,-1
7,aplikasi lol negara lol,1,1
7,aplikasi orang bodoh daftar otp masuk ulang slide coba ulang pemberitahuan nomor daftar coba langsung masuk nomor daftar akun blokir astaga mabuk kecubung logika masuk program daftar aplikasi kek gin,-1,-1
7,aplikasi tarik tampil fungsi aplikasi playstore tampil layar utama nama ahh,1,0
7,mantap,1,1
7,coba tambah fitur pilih foto galeri daftar unit kendara efektif kondisi stnk tempat fitur ambil foto langsung foto,1,-1
7,isi masyarakat bikin susah,-1,-1
7,daftar barcode enak pakai foto file aplikasi live buram kamera hasil,1,1
7,aplikasi error,0,0
7,bantu,0,0
7,klaim kode qr susah ampun aplikasi biar mudah sulit payah,-1,-1
7,gagal mem foto stnk kendara daftar,-1,-1
7,aplikasi sistem ngawur deploy playstore uji kah salah sistem layan evaluasi rekrut sdm daftar kendara roda tulis roda sistem mending mundur habis anggar balas bot,-1,-1
7,aplikasi mutu gambar salah sistem kali kali benah sistem biar lancar aplikasi mudah sulit email respon aplikasi sial,-1,-1
7,bagus lancar,1,1
7,maaf kali beli bahan bakar minyak pakai aplikasi mypertamina mudah aman uang cash,1,1
7,buruk pindai salah dark mode handphone ckckck anggar aplikasi newbie,-1,-1
7,bantu poin,0,0
7,lancar jaya,1,1
7,aplikasi pakai dompet digital dana,0,1
8,mudah sulit unggah foto ulang ulang,1,-1
8,habis update unggah foto stnk susah foto stnk tolak foto sih subsidi daftar susah gin,-1,-1
8,terima foto ktp pemberitahuan tulis merah verifikasi foto ktp gagal aplikasi buruk susah masyarakat bossss tolong bantu masyarakat,-1,-1
8,daftar nomor rang mob plat baca aplikasi roda solusi,0,-1
8,sulit mudah,1,1
8,mantap,1,1
8,bagus,1,1
8,tolong tambah metode bayar via dana,0,1
8,daftar gagal blanko stnk habis telepon call center solusi stempel blanko tanda proses tolong depa solusi,-1,-1
8,aplikasi sulit rakyat,-1,-1
8,puas terima kasih layan bagus,1,1
8,bayar linkaja,0,1
8,guna mudah kendala pom desa pom bayar pakai mypertamina moga optimal pom,0,1
8,kamera ambil foto stnk kamera aktif buram sulit guna,-1,-1
8,isi bensin langsung pakai gopay,1,-1
8,bagus,1,1
8,sulit daftar foto stnk gagal aplikasi yaaallllahhh seng ter,-1,-1
8,good salam mypertamina tolong bantu barcode subsidi pertalite pendar kendara akun verifikasi tolong arah terima kasih,1,1
8,pertamina bagus suka warga negara indonesia cinta produk indonesia,1,1
8,qr kode mypertamina beli kendara show room bekas tangan kendara daftar nomor polisi my pertamina daftar mypertamina tolak mohon jelas saran terima kasih,0,-1
8,sulit,-1,-1
8,unggah stnk ambil galeri langsung ambil foto kamera cembung normal jatuh sulit mudah,1,-1
8,update pakai kamera bawa aplikasi aplikasi susah rakyat kamera dukung aplikasi kaya sampah,-1,-1
8,good,1,1
8,bagus,1,1
8,bpkb hasil pindai bpkb gadai beli unit,0,-1
8,oke,1,1
8,sulit masuk,-1,-1
8,tingkat aplikasi layan bagus mantap pertamina,1,1
8,sulit foto ktp gagal,-1,-1
8,buruk tunggu verifikasi data error,-1,-1
8,tolong laa pom bensin kasih edc sulit isi mypertamina saran,-1,-1
8,foto ktp kotak gagal,-1,-1
8,barcode update bulan takut salah contoh punya barcode pakai isi bahan bakar minyak takut barcode salin salah baru langsung verifikasi nomor telepon akun foto sulit,-1,-1
8,mudah aktivitas hari,1,1
8,tolong bikin barcode mobil beli orang nama pasti plat mobil solusi bikin barcode mobil nama iya tunjuk solusi,0,-1
8,gas kg langka,1,1
8,layan baik,1,1
8,buruk,-1,-1
8,aplikasi error buka qr kode halaman muat ulang baik error,1,0
8,mudah beli bahan bakar minyak,1,1
8,terima kasih mypertamina is good,1,1
8,praktis,0,1
8,bintang nol mah nol kali kali unggah ktp terang aplikasi baca si alas tolak foto aneh,-1,-1
8,canggih pertamina akan halus batas subsidi bahan bakar minyak guna mobil stnk proses urus gerai isi minyak nama pertamina boleh isi bahan bakar minyak subsidi barcode,1,0
8,baru aplikasi hapus,1,1
8,bantu masyarakat minyak habis langgar,0,-1
8,mantap,1,1
8,panggil video call antri tunggu jam susah,-1,-1
8,admin daftar alat tani yah,0,-1
8,kecewa aplikasi data hilang update masuk data error nomor handphone daftar akibat milik kendara rugi hilang barcode,-1,-1
8,keren,1,1
8,oke,1,1
8,buka menu bahan bakar minyak subsidi halaman muat,0,0
8,mudah,1,1
8,habis update error aplikasi dikte data hehehe,0,0
8,aplikasi,0,-1
8,aplikasi standar koruptor susah masyarakat unggah foto ktp bikin kesal ulang kali cacat,-1,-1
8,oke,1,1
8,mudah masyarakat sulit qr kode verifikasi tunggu tunggu gilir kedaluwarsa bantu nge email slow respon yah aplikasi pakai masyarakat moga depan,-1,-1
8,login daftar sandi reset login call gubris lempar kesana ujung ngapain,0,-1
8,good,1,1
8,susah,-1,-1
8,mantap bantu pegang uang tunai,1,1
8,daftar subsidi hasil foto id langsung tahap tolong aplikasi baik usaha bumn lho gara masalah salur subsidi hambat rakyat jelata beban pajak gilir subsidi sulit,1,-1
8,woii sulit kali daftar otp kasi kasih kek aplikasi sulit kali kelen,-1,-1
8,pasang sulit bikin barcode pusing,-1,-1
8,aplikasi bodoh orang belakang memvalidasi subsidi bodoh nama beli mobil bekas cash bpkb on hand langsung pilih menu ambil foto pilih foto galeri loh yah bilang data kendara valid bodoh,-1,-1
8,aplikasi mutu registrasi,0,0
8,aplikasi mumpuni susah orang,-1,-1
8,mudah bagus sistem,1,1
8,daftar subsidi mt pertamina gagal ktp daftar email mypertamina daftar email daftar email mypertamina suruh foto bpkb mobil kredit foto bpkb mohon solusi,-1,-1
8,ganti nomor handphone,0,-1
8,sulit rakyat daftar barcode sulit coba fitur daftar mudah verifikasi dar daftar,-1,-1
8,aplikasi tolol susah,-1,-1
8,barcode update pakai,0,0
8,pakai barcode blokir terang kendara kategori terima bahan bakar minyak subsidi tolong admin baik layan bikin susah,1,1
8,daftar akun alas nik ktp salah ulang cek salah input,-1,-1
8,kasih bintang ramai ramai,1,1
8,mantap,1,1
8,parah lupa print barcode ambil barcode susah mati,-1,-1
8,ubah daftar akun subsidi gagal daftar web halaman muat salah sistem mohon coba capai input data kali kali tolong baik mudah ikut bijak perintah terima kasih,1,-1
8,cepat,1,1
8,daftar muncul terang sistem sibuk coba admin,1,-1
8,baik roda wajib barcode,1,-1
8,bagus,1,1
8,sih aplikasi register masuk pakai nik sandi login nomor handphone sandi digit masuk login registrasi,0,-1
8,buruk aplikasi error data sesuai tolak bagus buruk update baru,-1,-1
8,mantap,1,1
8,qr bobol orang sesuai untuk,1,-1
8,alhamdulillah manfaat,1,0
8,lumayan voucher ribu,-1,1
8,pertamina mantap,1,1
8,klik tombol lanjut proses tambah kendara,0,1
8,layan bagus,1,1
8,untung perintah aplikasi parah masuk data gagal,-1,-1
8,kasih spbu pakai moga depan spbu pakai,0,0
8,lumayan sih,1,1
8,qr tampil,0,0
8,barcode cecer spbu salah jatah bahan bakar minyak ganti barcode susah lupa sandi kirim email riset email kirim mypertamina buka susah belanja uang negeri isi bahan bakar minyak pakai duit sulit,-1,-1
8,layan,0,1
8,mantap,1,1
8,perintah bikin rakyat susah suruh daftar oke ikut ehh aplikasi,0,-1
8,kecewa buruk produk bumn sistem buruk masuk akal kronologi aplikasi unit gagal tolak alas nomor polisi daftar pom tugas kantor pom bilang salah samsat polda metro salah sistem inti isi pertalite saran terap bijak benar sistem,-1,-1
8,komentar kawan,0,1
8,aplikasi bos niat sih susah,-1,-1
8,susah daftar gagal tradisi negara ampun,-1,-1
8,bagus,1,1
8,keren,1,1
8,isi volume silinder warna plat nomor aplikasi website,0,-1
8,bikin susah bantu rakyat indonesia,-1,-1
8,sebentar login ulang repot,0,-1
8,login login via browser aplikasi,0,0
8,aplikasi daftar,0,-1
8,sooooo,0,1
8,keren bantu kala pegang uang tunai isi tangki kosong,1,1
8,daftar kendara bulan respon,0,-1
8,daftar nomor handphone pin unduh aplikasi,0,-1
8,sulit daftar tambah data tolong baik aplikasi,-1,-1
8,bagus,1,1
8,bagus,1,1
8,mantap beli pakai mypertamina leb praktis cepat,1,1
8,barcode subsidi buka aplikasi masuk data nik salah nik ubah,-1,-1
8,aplikasi sulit baru barcode cek ricek detik barcode biar baru laksana kerja banyak kkn,1,-1
8,sistem buruk daftar subsidi salah sistem unggah data biar beli pertalite,-1,-1
8,good,1,1
8,tatap cuy,0,1
8,update data menu ambil foto ktp hasil foto tampil kosong ulang ulang ulang tunggu data otp menu gilir data otp masuk expired,0,-1
8,sistem beli bensin error beli bensin pom tunggu jam,0,-1
8,aplikasi kelas nasional,0,-1
8,aplikasi perintah error salah sistem ikut instruksi aduh anak magang,-1,-1
8,mantap,1,1
8,guna mudah memper sulit buruk daftar susah mental kocak,-1,-1
8,bagus,1,1
8,susah kode barcode gagal,-1,-1
8,pertamina,0,-1
8,alhamdulillah lancar aman,1,1
8,aplikasi sampah stnk plat nomor roda bilang tugas spbu barcode daftar roda suruh samsat urus hubung coba aplikasi hadir mudah sulit,-1,-1
8,alaahhhh susah aplikasi cilikkkk keluh keluh gilir uang cepat reng arak korupsi gilir arak arak daftar sulit zaman kesal panas handphone uang,-1,-1
8,aplikasi suruh unduh,0,-1
8,bagus,1,1
8,aplikasi bagus batas guna bahan bakar minyak subsidi,1,1
8,spbu semarang mypertamina,0,0
8,struk beli bayar mypertamina enak transaksi,1,1
9,pegawai pom banyak canda bicara isi,0,1
9,oke,1,1
9,login nomor pin,0,-1
9,baik pom ciatel,1,1
9,susah lambat,-1,-1
9,sulit masyarakat,-1,-1
9,tingkat bagus batu,1,1
9,bantu,0,0
9,bagus,1,1
9,foto aplikasi buram kali coba foto stnk gagal aplikasi sengaja susah registrasi aplikasi cus,-1,-1
9,update pakai curang spbu isi pegawai bilang pakai mypertamina pegawai kurang isi pegang lepas full tuas main pegawai jari tarik lepas isi curang isi drum dirigen tong laku layan isi aneh cctv bukti cek cctv,1,0
9,lumayan wlo susah daftar,1,-1
9,oke,1,1
9,aplikasi error,0,0
9,aplikasi pakai ambil foto izin aplikasi kamera izin admin,0,-1
9,sulit saat lihat barcode login daftar,-1,-1
9,susah payah dapat poin ratus angin hujan poin hilang refresh bodoh tuh poin terima kasih,-1,0
9,kamera buruk input foto,-1,-1
9,sulit ubah data kali foto stnk gagal kamera buram hadeuh sulit hidup sulit sulit ma aplikasi,-1,-1
9,fungsi,0,1
9,sistem masalah unggah dokumen kamera hasil buram aju tolak,0,-1
9,tolong baik subsidi tepat pegawai spbu barcode menit kemarin kemarin foto ubah kamera bawa handphone kamera google buruk buram,1,1
9,tugas spbu tolak isi bahan bakar pertalite alas barcode masalah,-1,-1
9,beli mobil second barcode isi bensin pertalite daftar daftar jual mobil barcode kak sulit beli bahan bakar mohon bijak terima kasih,1,-1
9,sulit daftar,-1,-1
9,sempurna,1,1
9,verifikasi email gagal kode otp aduh maksud hai mypertamina,-1,-1
9,sulit beli bahan bakar minyak pakai voucher kali kali gagal wal hasil tunggu jam isi bahan bakar minyak,-1,-1
9,bagus papua repot uang bayar duluan isi bahan bakar minyak,1,1
9,aplikasi ganggu talang jambe spbu palembang,0,-1
9,mantap,1,1
9,baik aplikasi ulang kali coba tolak sesuai nomor ktp maksud,1,-1
9,pertamina aplikasi update tanggal februari siang data mobil hilang mohon bantu,0,0
9,antri,0,0
9,pikir kasih bintang,1,1
9,pakai orang,0,-1
9,voucher potong harga isi bahan bakar minyak voucher pakai,0,-1
9,mudah aman,1,1
9,bantu,0,0
9,aplikasi plat merah payah data darimana roda roda payah,-1,-1
9,spbu tempat jalan betoambari kota baubau boleh bayar pakai mypertamina wajib bayar tunai sayang,0,1
9,keren,1,1
9,pegawai ramah pecat bintang sikap daerah bandar lampung samping sekolah taman siswa teluk betung perempuan tanggal februari jam nyaman layan peduli sombong,1,0
9,aplikasi bantu jangkau luas,-1,0
9,kelas pertamina bikin sesat,0,-1
9,mantap,1,1
9,logout login pakai nik,0,-1
9,mantap,1,1
9,orang susah kerja driver on line grab barcode subsidi mypertamina pakai subsidi pertamina jalan kerja driver online mohon sedia layan subsidi pertamina sudi bantu driver online terima kasih sedia aplikasi subsidi,1,0
9,oke,1,1
9,aplikasi pertamina susah rakyat isi formulir sulit bumn sengsara,-1,-1
9,mantap,1,1
9,oke bikin qr kode,1,1
9,mantap pom,1,1
9,bolak coba daftar kecewa aplikasi,-1,-1
9,halah ama web rusak,-1,1
9,oke,1,1
9,cepat,1,1
9,mutakhir biar cepat akses,1,1
9,gagal kendara temu harap laku baik data subsidi bahan bakar minyak data masuk sesuai,-1,-1
9,masuk nomor handphone tulis nomor daftar,0,-1
9,bantu,0,0
9,aplikasi guna sih sulit,-1,-1
9,aktivasi sulit susah orang,-1,-1
9,mantap pokok,1,1
9,baik,1,1
9,susah rakyat masuk data sesuai sistem ulang beli pertamax,-1,-1
9,bagus,1,1
9,daftar isi data tolak sih data beli minyak sulit lh minyak habis nii,-1,-1
9,bagus,1,1
9,update nama ubah dana data input hilang history beli bahan bakar minyak hilang parah data kendara hilang input malas ahh,-1,-1
9,terima kasih aplikasi mypertamina posisi spbu dekat,0,0
9,operasi mudah,1,1
9,daftar pertalite kasih solat mobil ss mitsubishi kacau,1,0
9,voucher,0,1
9,dllu kecewa pertamina terima saldo linkaja,-1,0
9,mantap adil,1,1
9,mantap percaya,-1,1
9,daftar salah sistem,0,-1
9,spbu,0,0
9,mantap,1,1
9,mantap,1,1
9,nge leg aplikasi danta sesal pakai aplikasi,0,1
9,good,1,1
9,atur susah barcode kuota nol lapor proses lapor instagram suruh tunggu gila,-1,-1
9,mantap bantu terima kasih mypertamina promo poin diskon harga voucher,1,1
9,subsidi mobil fortuner isi pertalite,1,-1
9,mohon nomor polisi tolak salah sulit saran pertamina buka stand daftar barcode spbu biar masyarakat awam notabene gagap teknologi sulit aju subsidi,-1,-1
9,mudah,1,1
9,sulit aplikasi,-1,-1
9,good,1,1
9,suka,0,1
9,paksa taat sulit kelas bumn sistem buruk,-1,-1
9,terima kasih mypertamina,0,1
9,unduh barcode sulit ampun muat halaman,-1,-1
9,xw fandyarief fffffffc,0,1
9,susah foto ktp maksimal mb ambil galeri langsung,-1,-1
9,mantap,1,1
9,website aplikasi daftar unit pemberitahuan gagal sistem email customer solusi gilir tunggu informasi pic daftar website coba pemberitahuan beres suruh ganti perangkat ganti kali handphone beda laptop beda kacau oh ll,-1,-1
9,error aplikasi,0,0
9,kasih rating bintang biar take down google barcode sesuai perintah aktual sulit ujung ujung presiden rumit,-1,-1
9,my pertamina kosong masuk daftar susah muat ulang,-1,-1
9,mudah,1,1
9,coba,0,-1
9,barcode solar kak,0,1
9,aplikasi tolong baik daftar mypertamina aplikasi unduh handphone daftar terang ganggu sistem huufffttt,1,-1
9,sinyal hilang bayar tunggu,0,-1
9,buruk aplikasi bisa roda pickup deteksi roda,-1,-1
9,cepat bayar,1,1
9,aplikasi unduh isi saldo gilir pakai pom bensin support,1,-1
9,mantap,1,1
9,unduh barcode verifikasi,0,-1
9,salah sistem rahasia langkah kuti teliti salah simpul sengaja sulit,-1,-1
9,unit susah barcode,-1,-1
9,daftar subsidi tepat sulit scan ktp langsung galeri ukur file foto batas mb foto ktp kali kali oke opsi ambil foto foto ktp unggah unggah foto surat surat pindai tolong opsi ambil galeri simpel meng unggah data,1,-1
9,susah,-1,-1
9,oke,1,1
9,daftar pakai eh hilang isi nik,-1,-1
9,mantap,1,1
9,nice bikin mudah bayar mantap dech mypertamina nice,1,1
9,unduh prioritas mah,0,-1
9,tolong bantu mudah daftar nasib orang beli kendara cash daftar foto bpkb,1,-1
9,oke,1,1
9,spbu rata mypertamina palembang daerah camat sukarami talang jambi,-1,0
9,alhamdulillah gampang cepat bikin foto mobil plat lihat foto stnk bela tinggal ikut aplikasi kode batang muncul menit langsung verifikasi tinggal unduh barcode print deh,1,-1
9,sulit isi bensin pakai aplikasi login ambil foto ktp aplikasi ulang sulit,-1,-1
9,daftar tolak alas nomor polisi salah,0,-1
9,ganggu isi pertamax,0,-1
9,gagal handphone kamera kentang,-1,-1
9,oke,1,1
9,error parah foto ktp error parah sih,-1,-1
9,oke,1,1
9,bayar eh update sebal tunggu aneh tanggal desember poin transaksi tanggal desember tahun poin hangus sistem,-1,-1
9,aplikasi guna,0,1
9,good,1,1
9,bantu,0,0
9,sempurna,1,1
9,aplikasi sumpah sial nafas terakir sanggup resign,1,0
9,sulit aplikasi buruk loading bikin antri,-1,-1
9,foto stnk aplikasi fungsi tolong baik biar aplikasi aplikasi crypto sat set langsung,1,1
9,guna bayar beli bahan bakar minyak spbu pertamina,0,0
9,sulit mesti gampang isi bahan bakar minyak,-1,-1
9,uud,0,1
9,tolol cacat barcode susah sulit foto stnk ambil gambar,-1,-1
10,aplikasi tingkat tolong baik susah indonesia tolong sulit mohon ambil foto stnk galeri handphone potret langsung tolong baik,1,1
10,saran depan sedia import gambar galeri stnk ktp kali gagal maklum handphone pada kamera,-1,-1
10,kesal kali foto stnk foto kamera foto anggap buram,-1,-1
10,mantap muas,1,1
10,daftar barcode qris update isi ulang haduuhhh sulit,-1,-1
10,sulit daftar bahan bakar minyak subsidi isi data jungkir habis kuota mudah rakyat selamat nikmat ruwet,1,-1
10,aplikasi bantu mudah,1,1
10,sulit bikin susah rakyat,-1,-1
10,buruk susah ambil subsidi negeri,-1,-1
10,mantap,1,1
10,klik ambil foto foto buram buruk susah,-1,-1
10,oke,1,1
10,update lokasi spbu nomor lokasi sesuai,0,0
10,tangan daftar unit lambat minggu daftar unit gara daftar roda mobil tuju subsidi sulit rakyat,-1,-1
10,sulit,-1,-1
10,susah daftar pakai ktp,-1,-1
10,puas,1,1
10,mobil daftar,0,-1
10,oke mantap laaaa,1,1
10,aman daftar unggah foto stnk sulit mohon aplikasi baik admin,1,1
10,kek bayar pakai gopay spbu mesin edc rusak rusak jamaah,-1,-1
10,moga,0,1
10,aplikasi rang foto data stnk aplikasi hasil buram tes kamera bawa handphone cerah saran tambah fitur unggah sistem kamera aplikasi kurang resolusi olah handphone kamera buruk,1,-1
10,aplikasi bagus tampil tagih gas kembang baik,1,1
10,kali kali coba daftar unit verifikasi tolak alas foto stnk baca baca kamera aplikasi bikin buram,-1,-1
10,cepat pakai mypertamina,1,1
10,aplikasi buruk ambil foto kamera buram mb sih bikin rakyat susah beli solar pom liter nelayan pakai barcode barcode beli ecer rasa beda uang si selisih pas harga tolong bikin aplikasi sulit pakai kuota nyekik,-1,-1
10,terima kasih,0,1
10,bagus,1,1
10,muat ulang,0,0
10,baik akses kamera ganggu,1,1
10,sulit daftar barcode ulang kerja ade,-1,-1
10,unduh isi jaga bilang pakai mypertamina,0,-1
10,cocok,1,1
10,pakai barcode ganti plat bikin barcode unggah stnk ganti handphone unggah galeri susah sih,-1,-1
10,error kirim data stnk foto kendaran,0,-1
10,coba daftar ulang kirim adu alamat email hasil kendara daftar isi formulir keluh kali unit daftar bantu,-1,-1
10,tolong sulit masyarakat ekonomi tengah bawah pasang aplikasi registrasi hasil registrasi tolak lengkap data mobil lcgc beli bahan bakar susah ampun,-1,-1
10,turun bintang,-1,1
10,kualitas bahan bakar minyak sampah mending isi shell vivo bp isi pertamax kaya ron cek tangki bahan bakar minyak keruh jernih,1,-1
10,oke,1,1
10,daftar subsidi salah sistem bulan baik,1,-1
10,layan,0,1
10,kasih barcode baca,0,0
10,oke,1,1
10,tolong benah aplikasi menu tukar poin kali barang kirim jelas korban php,1,-1
10,barcode ulang susah ampun susah rakyat,-1,-1
10,coba,0,-1
10,mantap,1,1
10,usaha pertamina bikin aplikasi lot,0,-1
10,mudah transaksi siap paket data handphone tab wifi spbu support mudah transaksi customer,1,1
10,tele tele proses,-1,1
10,praktis driver online bantu pakai mypertamina bayar pakai saldo ovo,0,0
10,oke,1,1
10,cepat,1,1
10,super,1,1
10,tolong mantap up pakai banking,1,1
10,update navigasi maps hubung kartu debit gagal ulang ulang,-1,-1
10,akun mypertamina sulit akun bikin sulit pakai ribu orang wajar error sulit buat,-1,-1
10,bantu,0,0
10,pom bensin ub samping rumah sakit antonio baturaja sumsel isi full bayar pakai mypertamina nominal full sistem rugi mantap up kena biaya lebih uang cash guna aplikasi rugi terima kasih,1,1
10,mantap,1,1
10,susah update,-1,-1
10,oke,1,1
10,cepat praktis terima kasih,1,1
10,good job,1,1
10,kali barcode mypertamina mudah lancar ridwanmanado,1,1
10,susah bikin,-1,-1
10,sulit paham guna as aplikasi mypertamina,-1,1
10,update masuk,0,-1
10,daftar input foto stnk gagal kasih pilih input galeri foto kendara,-1,-1
10,buka subsidi,0,-1
10,muas,1,1
10,mantap gopay,1,1
10,payah isi pertalite motor antri gilir isi karyawan pakai aplikasi antri antri mobil barcode pom rawakalong bekas pom kerawang karyawan terima tunai barcode pakai aplikasi pertamina aplikasi bikin pakai habis anggar,-1,-1
10,aplikasi cacat data base kendara tolak,0,-1
10,habis update aplikasi buka,0,-1
10,aplikasi,0,-1
10,data isi akun salah coba sulit bumn,-1,-1
10,bayar pakai aplikasi mypertamina tolak alas catat pakai pertamax,-1,-1
10,baik,1,1
10,ngawur beli bahan bakar minyak pakai barcode lihat transaksi,-1,0
10,suruh pakai daftar ulang benar deh terap masyarakat somplak,1,-1
10,bagusmudahpraktis,0,1
10,kode otp beberapa kasih kasih,1,0
10,sulit login,-1,-1
10,oke,1,1
10,bagus bantu driver susah uang tunai,1,1
10,mantap praktis manfaat,1,1
10,alhamdulillah suka mypertamina gampang perlu isi bahan bakar minyak kendala pilih bayar terima kasih mypertamina sukses guna setia,1,1
10,data tolak bukti bpkb tolak,0,-1
10,aplikasi sulit salah sistem,-1,-1
10,lot susah akses,-1,1
10,klaim terang kendara tangguh,1,1
10,payah daftar salah sistem baik woi aplikasi lol,1,-1
10,coba baik aplikasi daftar kartu debit metode bayar kali,0,1
10,bagus,1,1
10,buruk daftar sulit pesan sulit,-1,-1
10,bisa tugas spbu bilang barcode rusak tunda isi pertalite bahan bakar minyak habis lambat,-1,-1
10,subsidi bantu sulit,-1,-1
10,bagus,1,1
10,bagus,1,1
10,bayar mypertamina praktis simpel kurang nominal full tangki,1,0
10,salah sistem daftar subsidi subsidi tolong kondisi sistem ulang kali kali via aplikasi website kendala sistem solusi,-1,-1
10,anda langsung barcode biar bolak aplikasi,1,-1
10,simpel,0,0
10,recomended,0,1
10,buruk,-1,-1
10,alhamdulillah pasang daftar bahan bakar minyak subsidi nik pakai verifikasi email kirim email alamat saran alhamdulillah langsung balas ikut data baik alhamdulillah proses buka langsung muncul tampil daftar langsung ikut langkah barcode mudah terima kasih admin pertamina,1,-1
10,update,0,0
10,pin klaim barcode salah sistem,-1,-1
10,si aplikasi instansi bumn andal,0,0
10,aplikasi mypertamina good,1,1
10,aplikasi error layan buruk bikin adu subsidi bantu,-1,-1
10,kode qr aplikasi muncul kalimat halaman muat riwayat isi bahan bakar minyak muncul aplikasi,0,0
10,good,1,1
10,membntu,0,1
10,oke mypertamina,1,1
10,mudah isi praktis terima kasih,1,1
10,aplikasi sulit daftar barcode,-1,-1
10,mudah,1,1
10,sulit,-1,-1
10,daftar tolak,0,-1
10,bagus,1,1
10,alhamdulillah,0,1
10,mantap,1,1
10,login kode otp kunjung muncul via whatsapp,0,0
10,need improvement,0,0
10,aplikasi rusak error barcode isi suruh refresh benar tuh error jaring lancar install ulang error,0,-1
10,sulit,-1,-1
10,jijik aplikasi perintah bikin sulit tolol,-1,-1
10,mantap,1,1
10,oke,1,1
10,aju formulir aju banding kendara bikin barcode my pertamina kali email masuk tolak maju indonesia calo bikin gampang mudah,1,-1
10,aplikasi,0,-1
10,manfaat,0,0
10,pasang promo cashback astrapay maret hilang promo transaksi,0,0
10,bagus aplikasi mohon barcode cepat,1,1
10,aplikasi bikin susah rakyat,-1,-1
10,pertamina oye,0,1
10,admin tolong daftar barcode unggah stnk galeri minta tolong keluarga daftar susah foto stnk foto langsung,-1,-1
10,aplikasi guna,0,-1
10,aju ganti milik tolak data sesuai sulit beli bahan bakar minyak,0,-1
10,admin desa lengkap sih jawa timur tulungagung boyolangu desa serut malam akun paksa pilih lurah boyolangu,-1,0
