content,sentiment,label
daftar guna lpg kg aplikasi lari website guna aplikasi dar informasi aplikasi guna lari website digital digital haha heran plat merah,positif,1
mantap,positif,1
mantap,positif,1
dzolim,netral,0
daftar unduh beranda nik daftar,netral,0
oke,positif,1
deteksi lokasi muncul tulis aplikasi deteksi lokasi google maps,netral,0
transaksi mypertamina poin,netral,0
bagus aplikasi,positif,1
bantu,netral,0
bantu,netral,0
oke,positif,1
daftar pertalite subsidi gagal bolak pasang beberapa handphone gagal,negatif,-1
gas kg langka,positif,1
layan baik,positif,1
aplikasi plat merah payah data darimana roda roda payah,negatif,-1
buruk,negatif,-1
oke,positif,1
kode qr muat data mobil,netral,0
repot barcode mypertamina aplikasi tolong mudah,positif,1
guna telepon call center pulsa habis operator bicara perintah bikin susah rakyat,negatif,-1
unggah foto kendara,netral,0
pesan gas via website via telepon menit layan tugas dengar,netral,0
beli gas elpiji non subsidi suruh beli aplikasi eh aplikasi putar kelas pertamina bikin aplikasi kaya gin,netral,0
aplikasi error buka qr kode halaman muat ulang baik error,positif,1
aplikasi manfaat bayar mypertamina spbu tolak kali alas terima cash kecewa,negatif,-1
innova pertalite,netral,0
halaman verifikasi kode verifikasi kirim kirim whatsapp pesan ulang nomor daftar sulit,negatif,-1
bagus,positif,1
kecewa voucher pakai potong dana linkaja,negatif,-1
gas warung kelontong agen bagi kalo beli usaha berat,negatif,-1
spbu tempat jalan betoambari kota baubau boleh bayar pakai mypertamina wajib bayar tunai sayang,netral,0
layan pds semua semua layan pds,netral,0
nama perintah beres sadar masyarakat kasih bintang ulas kritis beres mudah sulit,positif,1
alamat gagal ulang beli gas bingung,negatif,-1
tolong sistem kondisi lapang masak gara gara stock stnk samsat habis daftar bahan bakar minyak subsidi unggah stnk habis stock unggah stempel samsat,netral,0
keren,positif,1
cek mypertamina,netral,0
pegawai ramah pecat bintang sikap daerah bandar lampung samping sekolah taman siswa teluk betung perempuan tanggal februari jam nyaman layan peduli sombong,positif,1
aplikasi daftar buruk sulit,negatif,-1
selalu isi pakai kode qr lihat riwayat proses transaksi guna kode kosong,negatif,-1
mantap,positif,1
aplikasi bantu jangkau luas,negatif,-1
oke mantap,positif,1
minggu coba daftar gagal registrasi suruh coba coba minggu coba ubah pakai barcode sulit daftar tolong mypertamina baik aplikasi biar masyarakat mudah akses daftar masyarakat senang mypertamina senang terima kasih,positif,1
bantu buat barcode terima kasih pertamina,netral,0
aplikasi bagusbisa bayar online qris subsidi terima kasih,positif,1
data plat kendara isi sesuai arah eh sandi salah mau pertamina,negatif,-1
mudah beli bahan bakar minyak,positif,1
kelas pertamina bikin sesat,netral,0
manjay mantap jaya,positif,1
maaf kasih bintang mohon baik lokasi tolong arah aplikasi maps salah mohon baca admin pertamina,negatif,-1
mantap,positif,1
aplikasi dana mudah,positif,1
mudah,positif,1
bantu,netral,0
kembang tolong baik error maps recall jhonson base camp hero mentang isi pertalite hero recall langsung room,negatif,-1
susah daftar susah,negatif,-1
tolong tambah menu lokasi pangkal lpg,negatif,-1
history otomatis masuk,netral,0
terima kasih mypertamina is good,positif,1
praktis,netral,0
bantu beli bahan bakar minyak pertamina,netral,0
voucher sampah beli pilih bayar voucher,netral,0
bintang nol mah nol kali kali unggah ktp terang aplikasi baca si alas tolak foto aneh,negatif,-1
aplikasi fitur buruk lepas koneksi bayar gopay bilang tingkat sistem email customer service balas,negatif,-1
sulit pakai barcode mobil mewah isi,negatif,-1
aplikasi mypertamina cek pom dekat isi bahan bakar minyak subsidi rubah daftar mobil diesel bensintrim,netral,0
canggih pertamina akan halus batas subsidi bahan bakar minyak guna mobil stnk proses urus gerai isi minyak nama pertamina boleh isi bahan bakar minyak subsidi barcode,positif,1
kirim data kendara,netral,0
ulang,netral,0
lambat error buffering masalah,negatif,-1
akun tulis muat ulang muat ulang muat ulang muat ulang klik muat ulang kacau aplikasi,netral,0
parah aplikasi pakai spbu pertamina,negatif,-1
mantap,positif,1
lambat,negatif,-1
tingkat mutu layan terima kasih,netral,0
mantap,positif,1
oke,positif,1
serba sulit daftar login sulit login,negatif,-1
logout login pakai nik,netral,0
mantap,positif,1
nice,positif,1
transaksi cepat mudah pegawai spbu ug ramah,positif,1
daftar kendara error coba ulang kali error salah sistem qr kode spbu layan qr mohon baik sistem,negatif,-1
baru aplikasi hapus,positif,1
cepat,positif,1
super,positif,1
tolong mantap up pakai banking,positif,1
keren,positif,1
oke tahan sinyal bagus,positif,1
susah masuk data kendara subsidi tolak,negatif,-1
update navigasi maps hubung kartu debit gagal ulang ulang,negatif,-1
mantap,positif,1
registrasi mypertamina isi pertalite mobil jalan yogya bandung eh isi pertalite cek mypertamina perintah muat ulang klik kali telepon data data aneh aplikasi turun bintang,negatif,-1
kecewa sengaja isi saldo bayar pakai aplikasi pom guna aplikasi,negatif,-1
harga pertamax rp wajar naik perlahan rp rp rp keri naik harga bahan bakar minyak kualitas pertamax suka delay naik harga pertamax cekik,negatif,-1
gopay tabung sulit pakai ovo,negatif,-1
bantu masyarakat minyak habis langgar,netral,0
suruh pakai aplikasi error,netral,0
minggu daftar kendara kena gagal sistem hubung call center kali solusi masuk data nomor dihubungin ubah gagal sistem hubung kait kendala,negatif,-1
good job,positif,1
layan,netral,0
aplikasi update,netral,0
bagus,positif,1
mantap,positif,1
oke,positif,1
bagus,positif,1
mantap,positif,1
good,positif,1
bingung habis bahan bakar minyak bulan,negatif,-1
panggil video call antri tunggu jam susah,negatif,-1
admin daftar alat tani yah,netral,0
mudah proses,positif,1
terima kasih ban uan,netral,0
oke,positif,1
kecewa aplikasi data hilang update masuk data error nomor handphone daftar akibat milik kendara rugi hilang barcode,negatif,-1
tarik bantu,netral,0
keren,positif,1
mohon step mudah,positif,1
oke,positif,1
error customer respon,netral,0
oke,positif,1
mantap,positif,1
mantap,positif,1
akun mypertamina sulit akun bikin sulit pakai ribu orang wajar error sulit buat,negatif,-1
oke,positif,1
excellent,positif,1
orang susah kerja driver on line grab barcode subsidi mypertamina pakai subsidi pertamina jalan kerja driver online mohon sedia layan subsidi pertamina sudi bantu driver online terima kasih sedia aplikasi subsidi,positif,1
aplikasi buruk ganggu mudah jaring bagus pemberitahuan suruh muat ulang kocak,negatif,-1
bantu,netral,0
hubung link isi bensin,netral,0
barcode aneh,negatif,-1
pom bensin ub samping rumah sakit antonio baturaja sumsel isi full bayar pakai mypertamina nominal full sistem rugi mantap up kena biaya lebih uang cash guna aplikasi rugi terima kasih,positif,1
good,positif,1
layan spbu maksimal,netral,0
mantap,positif,1
aplikasi sulit lebih sulit aplikasi perban beli pinjam syarat syarat barcode beli rumah payah,negatif,-1
layan masyarakat good,positif,1
sulit layan lancar,negatif,-1
terima kasih,netral,0
oke,positif,1
aplikasi buruk salah jaring unggah,negatif,-1
bagus mantap,positif,1
buka menu bahan bakar minyak subsidi halaman muat,netral,0
mantap,positif,1
payah kendara mending balik jaman purba,positif,1
bantu bawa uang cash tolong pertamina bahan bakar minyak murahin,netral,0
qr,netral,0
sih daftar subsidi salah sistem loh coba tolong,negatif,-1
nice,positif,1
fitur oke metode bayar lumayan lengkap isi bahan bakar minyak spbu tugas bilang mypertamina unduh spbu situ barcode unduh aplikasi mypertamina,positif,1
moga manfaat,positif,1
bintang layak mobil anggur isi bensin data verifikasi gagal barcode sistem sibuk,negatif,-1
akun subsidi salah sistem remeh sistem pertamina sistem siap tahun paksa jalan prihatin,negatif,-1
bagus,positif,1
oke,positif,1
mudah,positif,1
mantap,positif,1
spbu kode qr menu unduh kode qr sulit akses pakai sandi pin masuk aplikasi aman akses ubah pin klaim pakai,negatif,-1
aplikasi cacat pemberitahuan halaman muat sayang uang negara buang bikin aplikasi gagal,negatif,-1
coba,netral,0
oke,positif,1
salah sistem bikin akun beli bensin sulit pertamina heiiiii susah rakyat,negatif,-1
isi bensin aplikasi pikir orang habis kuota habis baterai ganggu sinyal handphone tinggal minyak habis isi isi kasih isi tuh minyak,negatif,-1
daftar unit gagal alas sistem error tolong selesai,negatif,-1
keren,positif,1
mantap,positif,1
habis update error aplikasi dikte data hehehe,netral,0
susah update,negatif,-1
mantap,positif,1
oke,positif,1
aplikasi abal abal mudah blokir barcode,negatif,-1
bagus,positif,1
great,positif,1
update menggangu transaksi,netral,0
registrasi nomor handphone daftar reset pin login format salah nomor handphone daftar daftar mau aplikasi plin plan gin,negatif,-1
aplikasi buruk kirim data hasil salah sistem kirim data kendara jam suruh coba gila,negatif,-1
bikin emosi daftar sulit,negatif,-1
daftar kode barcode aplikasi sampah,netral,0
mudah mudah sasar,positif,1
oke,positif,1
oke,positif,1
keren aplikasi manfaat,positif,1
cie proses digitalisasi zaman covid hasil aplikasi selamat,positif,1
update data hilang login masuk data nik aplikasi sampah,netral,0
edit tinggal opsi unduh qr fungsi,positif,1
cepat praktis terima kasih,positif,1
moga layan cepat,positif,1
aplikasi pertamina susah rakyat isi formulir sulit bumn sengsara,negatif,-1
good,positif,1
aplikasi cacat,negatif,-1
isi data bilang kode area sesuai ktp data sesuai ktp kali kali ulang bikin kesal,negatif,-1
aplikasi,netral,0
mantap,positif,1
qr akun subsidi hapus tolong sangkut kembali baik,netral,0
telepon customer ubah data truk minggu ubah bikin rugi,netral,0
aplikasi standar koruptor susah masyarakat unggah foto ktp bikin kesal ulang kali cacat,negatif,-1
nice,positif,1
is the baik,positif,1
aplikasi error daftar barcode,netral,0
mantap,positif,1
mantap,positif,1
oke,positif,1
bagus,positif,1
good,positif,1
bagus subsidi bahan bakar minyak arah awas,positif,1
gagal gagal kode otp kirim kirim data daftar sesuai data sesuai kirim kode otp sampah,negatif,-1
sungguh mantap,positif,1
sulit,negatif,-1
barcode suruh bayar,netral,0
sulit bantu,negatif,-1
good job,positif,1
oke,positif,1
daftar barcode mobil unit mobil bpkb mobil barcode mobil bpkb leasing foto bpkb mobil coba mypertamina suka sulit gun,negatif,-1
sistem update daftar lancar,positif,1
bagus tinggal edukasi sdm depot isi paham,positif,1
bantu beli bahan bakar praktis pilih metode bayar,netral,0
kali barcode mypertamina mudah lancar ridwanmanado,positif,1
oke bikin qr kode,positif,1
mudah masyarakat sulit qr kode verifikasi tunggu tunggu gilir kedaluwarsa bantu nge email slow respon yah aplikasi pakai masyarakat moga depan,negatif,-1
login daftar sandi reset login call gubris lempar kesana ujung ngapain,netral,0
good,positif,1
mantap pom,positif,1
susah bikin,negatif,-1
good,positif,1
susah,negatif,-1
hapus baca komentar kecewa sih tolong revisi biar bintang full aplikasi,negatif,-1
daftar subsidi bahan bakar minyak tolak aplikasi muda sulit,negatif,-1
oke mantap,positif,1
sulit paham guna as aplikasi mypertamina,negatif,-1
bintang,netral,0
bolak coba daftar kecewa aplikasi,negatif,-1
aplikasi sampah daftar aplikasi error era digital sok pakai aplikasi mudah susah,negatif,-1
mantap bantu pegang uang tunai,positif,1
update masuk,netral,0
nomor handphone pin klaim salah sesuai daftar aduh,negatif,-1
daftar input foto stnk gagal kasih pilih input galeri foto kendara,negatif,-1
oke,positif,1
aplikasi repot,netral,0
good,positif,1
mudah konsumen,positif,1
update login ulang mekanisme ambil barcode sulit tipikal aplikasi bumn hati pakai mudah guna paksa sulit adaptasi aplikasi,negatif,-1
terima kasih aplikasi bantu isi bahan bakar minyak,netral,0
aplikasi susah masyarakat proses sulit tambah terkadang server error butuh masyarakat bahan bakar minyak subsidi spbu pertamina wajib barcode proses daftar sulit orang beli bahan bakar minyak subsidi,negatif,-1
layan,netral,0
daftar subsidi hasil foto id langsung tahap tolong aplikasi baik usaha bumn lho gara masalah salur subsidi hambat rakyat jelata beban pajak gilir subsidi sulit,positif,1
oke lancar,positif,1
bagus,positif,1
mantap,positif,1
woii sulit kali daftar otp kasi kasih kek aplikasi sulit kali kelen,negatif,-1
bayar mudah cepat,positif,1
sulit sih,negatif,-1
halah ama web rusak,negatif,-1
aplikasi cacat,negatif,-1
voucher elektronik mypertamina kasih bayar terang voucher metode bayar aplikasi error hih,positif,1
buka subsidi,netral,0
mudah mudah aplikasi mypertamina,positif,1
muas,positif,1
aplikasi bagus,positif,1
oke,positif,1
oke,positif,1
susah masyarakat bijak pertamina,positif,1
pasang sulit bikin barcode pusing,negatif,-1
bahan bakar minyak ber subsidi,netral,0
cepat,positif,1
mantap gopay,positif,1
mutakhir biar cepat akses,positif,1
aplikasi tolol,negatif,-1
gagal kendara temu harap laku baik data subsidi bahan bakar minyak data masuk sesuai,negatif,-1
lihat barcode pertamina,netral,0
masuk nomor handphone tulis nomor daftar,netral,0
payah isi pertalite motor antri gilir isi karyawan pakai aplikasi antri antri mobil barcode pom rawakalong bekas pom kerawang karyawan terima tunai barcode pakai aplikasi pertamina aplikasi bikin pakai habis anggar,negatif,-1
terkadang kendara daftar gagal susah tuk daftar,negatif,-1
kategori subsidi akses coba ber ulang kali email respon hub customer service feedback,netral,0
sulit subsidi bahan bakar minyak isi data input data masuk akun formulir muncul pertamina serius bantu masyarakat tengah data base korlantas mobil daftar isi data subsidi tolak lapor plat mobil ganti putih nomor polisi otomatis ganti tolong pertamina jelas,negatif,-1
aplikasi cacat data base kendara tolak,netral,0
aplikasi bodoh orang belakang memvalidasi subsidi bodoh nama beli mobil bekas cash bpkb on hand langsung pilih menu ambil foto pilih foto galeri loh yah bilang data kendara valid bodoh,negatif,-1
susah kode barcode isi data lengkap payah,negatif,-1
pertamina bumn kelas bumn pakai qris baca mypertamina maksa pakai aplikasi biar laku kasihan mypertamina laku sulit sih bumn sih gagap teknologi,negatif,-1
mantap simpel,positif,1
kendara barcodenya pakai,netral,0
susah sopir handphone android ganti email data isi mypertamina memyusahkan orang da sopir,negatif,-1
barcode susah,negatif,-1
simpel,netral,0
mudah,positif,1
mantap bantu,positif,1
laman program subsidi akses muncul pemberitahuan halaman muat koneksi stabil coba telkomsel wifi,netral,0
habis update aplikasi buka,netral,0
bantu,netral,0
coba sukses barcode tuk beli bahan bakar minyak alas suruh update update data verifikasi stnk daftar error tolong aplikasi baru mudah masyarakat,positif,1
oke kamera lot,positif,1
beli mobil bekas mohon keluh nomor polisi valid aplikasi rusak,negatif,-1
aplikasi mutu registrasi,netral,0
unduh aplikasi update kurang daftar bikin atur susah masyarakat,negatif,-1
mantap,positif,1
aplikasi,netral,0
data isi akun salah coba sulit bumn,negatif,-1
barcode,netral,0
aplikasi guna sih sulit,negatif,-1
aktivasi sulit susah orang,negatif,-1
oke,positif,1
daftar kendara bahan bakar minyak subsidi aplikasi browser hasil,netral,0
susah akun daftar daftar ulang wajib bpkb,negatif,-1
aplikasi mumpuni susah orang,negatif,-1
buruk daftar mypertamina login nik sandi sesuai masuk sulit masyarakat aplikasi buruk parah gin sulit masyarakat hadehh,negatif,-1
layan sesuai prosedur operasi standar,netral,0
mantap pokok,positif,1
subsidi tepat kapasitas mesin salah kunci subsidi sich mobil mewah isi pertalite bio solar aneh,positif,1
baik,positif,1
susah rakyat masuk data sesuai sistem ulang beli pertamax,negatif,-1
aplikasi update mohon isi data ka,netral,0
aplikasi ampas stabil launch publish sulit isi bensin pakai barcode,negatif,-1
daftar aplikasi web salah sistem silah coba hub kali customer ganti handphone daftar web hasil bilang cek kala sistem luncur,netral,0
aplikasi sih bikin susah rakyat solusi daftar susah mohon perhati senang sih lihat rakyat susah,negatif,-1
error daftar kendara pasu nomor rangka tulis data kendara sesuai data sesuai kali isi data,netral,0
oke bagus,positif,1
good job,positif,1
ikut tunjuk proses daftar akun gampang tinggal tunggu verifikasi,positif,1
oke,positif,1
mudah bagus sistem,positif,1
bayar pakai aplikasi mypertamina tolak alas catat pakai pertamax,negatif,-1
baik,positif,1
barcode pakai orang main orang spbu toling generate barcode,netral,0
barcode subsidi barcode salin curi orang tanggung batas limit isi bahan bakar minyak pakai habis tugas spbu isi habis limit main isi pindai barcode periksa sesuai nomor polisi pokok main pindai main colok atur perintah konyol,negatif,-1
oke,positif,1
cepat layan ramah,positif,1
update,netral,0
mantap,positif,1
terima kasih,netral,0
bagus,positif,1
oke,positif,1
kadang puas kadang kecewa layan pom bensin,negatif,-1
terima kasih bantu masyarakat,netral,0
buat barcode lumayan mudah,positif,1
bagus,positif,1
ngawur beli bahan bakar minyak pakai barcode lihat transaksi,negatif,-1
oke,positif,1
bagus aplikasi sungguh bantu jaman modern,positif,1
bayar pilih bank bank,netral,0
daftar subsidi mt pertamina gagal ktp daftar email mypertamina daftar email daftar email mypertamina suruh foto bpkb mobil kredit foto bpkb mohon solusi,negatif,-1
aplikasi bagus daftar susah,positif,1
bagus mypertamina,positif,1
ganti nomor handphone,netral,0
kembang mypertamina tolong ain bayar via aplikasi dana,netral,0
oke,positif,1
oke,positif,1
susah,negatif,-1
bagus,positif,1
sulit masyarakat,negatif,-1
mantap,positif,1
suruh pakai daftar ulang benar deh terap masyarakat somplak,positif,1
oke mantap,positif,1
mutu layan pertamina pom bagus moga langka bahan bakar pertalite bahan bakar,positif,1
aplikasi simpel isi minyak non subsidi spbu,netral,0
daftar isi data tolak sih data beli minyak sulit lh minyak habis nii,negatif,-1
sulit rakyat daftar barcode sulit coba fitur daftar mudah verifikasi dar daftar,negatif,-1
sulit tolol,negatif,-1
bantu bikin barcode bahan bakar minyak pertalite mobil,netral,0
aplikasi bayar klaim poin guna antri cepat lambat tunggu proses bayar update fitur metode bayar gopay ovo klik gagal proses haisss fakta lapang motor beli pertalite pakai aplikasi kaya oknum aplikasi paksa pertamax,negatif,-1
aplikasi riset sandi error fitur aplikasi fokus tuju kontrol pengunaan bahan bakar minyak subsidi kalimantan barat kabupaten sekadau pakai barcode pom bensin cepat habis kosong aneh,positif,1
oke,positif,1
rumit sinyal spbu susah,negatif,-1
oke mobil mewah isi pertalite,positif,1
buka subsidi pakai browser nyatu aplikasi,netral,0
gin coba salah sistem mohon coba akun sulit,negatif,-1
sulit bang,negatif,-1
coba ratus kali pakai web aplikasi ganggu sistem mypertamina sistem pasar parah parah,negatif,-1
aplikasi tolol susah,negatif,-1
bagus,positif,1
daftar gagal data roda ubah roda tolak verifikasi data,negatif,-1
update nama ubah dana data input hilang history beli bahan bakar minyak hilang parah data kendara hilang input malas ahh,negatif,-1
batu rumah kode qr,netral,0
aplikasi ngawur koneksi gopay,negatif,-1
centang tombol paham tuju baca,netral,0
wow,positif,1
terima kasih aplikasi mypertamina posisi spbu dekat,netral,0
unggah foto ktp kali gagal bikin aplikasi mudah rakyat sulit gilir unggah cek data roda bagong negara,negatif,-1
good,positif,1
buruk,negatif,-1
aplikasi daerah guna spbu layan bayar aplikasi,netral,0
bagus mudah praktis sambung bayar dompet elektronik,positif,1
operasi mudah,positif,1
barcode update pakai,netral,0
daftar pertalite kasih solat mobil ss mitsubishi kacau,positif,1
sulit,negatif,-1
kondousip,netral,0
error,netral,0
mantap,positif,1
pakai barcode blokir terang kendara kategori terima bahan bakar minyak subsidi tolong admin baik layan bikin susah,positif,1
good,positif,1
susah isi menu utama,negatif,-1
voucher,netral,0
aplikasi payah ambil otp error kirim data bikin qr sistem alami salah alas bikin aplikasi sengaja sulit rakyat alas jaring bayar server korupsi wajib,negatif,-1
admin kendara habis mutasi daftar barcode solar isi data suruh foto stnk stnk suruh tunggu solusi admin,netral,0
susah daftar tolak data asli,positif,1
bagus lanjut,positif,1
bayar kartu kredit gagal cek muncul langsung halaman utama,negatif,-1
mantap,positif,1
dllu kecewa pertamina terima saldo linkaja,negatif,-1
menu barcode,netral,0
daftar akun alas nik ktp salah ulang cek salah input,negatif,-1
plus nilai bikin ringkas sulit rumit,negatif,-1
bantu,netral,0
aplikasi error kh unggah foto stnk sma foto mobil tulis coba,netral,0
aplikasi sih susah ikut klik centang bolak,negatif,-1
kasih bintang ramai ramai,positif,1
mantap adil,positif,1
sedih kemudi beaf isi liter pertamax daerah batim terima,negatif,-1
simpel bantu,netral,0
mantap percaya,negatif,-1
oke,positif,1
mantap,positif,1
oke,positif,1
daftar salah sistem,netral,0
baik sistem,positif,1
spbu,netral,0
mantap,positif,1
tolong baik layan scan hati hati pakai handphone iqoo kamera lumayan bagus aplikasi pindai qr cepat aplikasi susah bayar pakai mypertamina ribut tugas gara gara aplikasi error,positif,1
gagap teknologi kali coba qr kode bahan bakar minyak gagal tolong bantu terima kasih,negatif,-1
mantap,positif,1
foto stnk unggah handphone komputer foto langsung sulit daftar,negatif,-1
bagusmudahpraktis,netral,0
nge leg aplikasi danta sesal pakai aplikasi,netral,0
inovasi tiada henti keren,positif,1
mantap,positif,1
ganti pin blokir aduh parah,negatif,-1
puas,positif,1
parah lupa print barcode ambil barcode susah mati,negatif,-1
ubah daftar akun subsidi gagal daftar web halaman muat salah sistem mohon coba capai input data kali kali tolong baik mudah ikut bijak perintah terima kasih,positif,1
mantap,positif,1
mantap,positif,1
bayar error antri ujung ujung beli antri,netral,0
maaf kasih lengkap dat menu lurah guntur lurah guntur tolong,negatif,-1
mantap,positif,1
mantap praktis,positif,1
cepat,positif,1
sulit foto stnk bpkb ktp ambil galeri foto langsung sulit mudah foto langsung bpkb bank leasing solusi barcode isi bahan bakar minyak spbu tugas bantu apa tolak solusi tolong baik donggg kek ambil foto galeri,positif,1
so far so good,positif,1
good,positif,1
aplikasi buruk sulit putar putar susah bikin akun sulit ambil pin tolong baik,negatif,-1
mantap,positif,1
mantap,positif,1
aplikasi layak pakai sistem,netral,0
good,positif,1
atur susah barcode kuota nol lapor proses lapor instagram suruh tunggu gila,negatif,-1
sulit konfirmasi unduh kode qr aplikasi buka unduh kode qr aneh salah sandi email sesuai daftar,negatif,-1
daftar muncul terang sistem sibuk coba admin,positif,1
barcode ganti plat nomor tolak sistem foto stnk mobil niru tutorial youtube tolak payah bikin susah masyarakat,negatif,-1
kelas bumn besar web daftar kendara aplikasi sok aplikasi hambat kerja,negatif,-1
simpel banding bayar pakai uang kontan,netral,0
baik roda wajib barcode,positif,1
mantap bantu terima kasih mypertamina promo poin diskon harga voucher,positif,1
moga manfaat berkah,netral,0
subsidi mobil fortuner isi pertalite,positif,1
aplikasi lot tolong baik,positif,1
salah sistem ulang kali bantu mudah masyarakat sulit masyarakat,negatif,-1
buruk pp daftar ambil qr update bagus,positif,1
sulit,negatif,-1
dar saran fitur bayar dana simpel praktis terima kasih,netral,0
gagal barcode,negatif,-1
kode otp beberapa kasih kasih,positif,1
fitur bagus bagus bikin kesal bayar pakai mypertamina spbu error alhasil fungsi tuju install biar bank tarik tunai cashless repot pakai aplikasi tolong kembang baik ganggu orang awam bawa cash,positif,1
oke,positif,1
oke mantap,positif,1
mantap,positif,1
sulit login,negatif,-1
ganti nomor handphone nomor aktif,negatif,-1
layan cepat,positif,1
oke,positif,1
barcode muncul,netral,0
mantap,positif,1
bagus,positif,1
aplikasi buruk akun,negatif,-1
bagus bantu driver susah uang tunai,positif,1
aplikasi buka stack,netral,0
daftar subsidi sistem error,netral,0
daftar login atur abal abal,negatif,-1
bantu,netral,0
mantap,positif,1
kirim data stnk foto kendara,netral,0
balas email kirim hemm,netral,0
manfaat,netral,0
mantap praktis manfaat,positif,1
bayar lancar maaf daftar subsidi susah foto gagal ambil gambar galeri mohon baik ambil gambar galeri terima kasih,negatif,-1
susah masyarakat,negatif,-1
oke,positif,1
digitalisasi pasti guna kendala kalo kendala pasti mumpuni kerja urus daftar kek selesai buang woi,positif,1
hilang fitur transaksi program mypertamina error barcode bikin tengkar langgan operator,negatif,-1
alhamdulillah suka mypertamina gampang perlu isi bahan bakar minyak kendala pilih bayar terima kasih mypertamina sukses guna setia,positif,1
mohon nomor polisi tolak salah sulit saran pertamina buka stand daftar barcode spbu biar masyarakat awam notabene gagap teknologi sulit aju subsidi,negatif,-1
register barcode barcode baru data error,positif,1
aplikasi batu,netral,0
mudah,positif,1
bikin atur isi data gagal saran orang spbu admin huh,negatif,-1
sulit aplikasi,negatif,-1
bantu terima kasih mypertamina,netral,0
good,positif,1
mantap,positif,1
ramah mas operator,positif,1
banyak update,netral,0
simpel kurang aktivitas fisik,netral,0
sulit,negatif,-1
sih aplikasi register masuk pakai nik sandi login nomor handphone sandi digit masuk login registrasi,netral,0
terima kasih,netral,0
metode bayar gagal coba gagal potong bayar simpan kartu metode bayar,negatif,-1
bagus,positif,1
suka,netral,0
data tolak bukti bpkb tolak,netral,0
buruk aplikasi error data sesuai tolak bagus buruk update baru,negatif,-1
mantap,positif,1
aplikasi buruk bantu sebentar bentar update,negatif,-1
mobil ganti mobil jual bahan bakar minyak bio solar ganti mobil bahan bakar minyak pertalite,netral,0
aplikasi sulit salah sistem,negatif,-1
lot susah akses,negatif,-1
qr bobol orang sesuai untuk,positif,1
alhamdulillah manfaat,positif,1
saldo gopay muncul suruh putus pemberitahuannya baik sistem,netral,0
hidup susah beli pertalite pindai barcode sasar apa iya,negatif,-1
oke,positif,1
praktis efektif,positif,1
tolong aplikasi baru lengkap aplikasi aplikasi guna masyarakat bikin sulit,negatif,-1
paksa taat sulit kelas bumn sistem buruk,negatif,-1
mudah,positif,1
klaim terang kendara tangguh,positif,1
mantap aplikasi,positif,1
bagus mudah,positif,1
lambat kadang log out,negatif,-1
lumayan voucher ribu,negatif,-1
coba foto stnk barcode pakai galeri susah lansung foto,negatif,-1
payah daftar salah sistem baik woi aplikasi lol,positif,1
bantu mudah,positif,1
mitra aktif,negatif,-1
