content,sentiment,label
aplikasi kek sial data tinggal posting data tunggu sistem bodoh inti sulit subsidi sulit orang,negatif,-1
muat ulang daftar,netral,0
kacau hasil daftar akun daftar unit kendara pemberitahuan daftar pertalite khusus kendara roda kendara roda wajib daftar beli pertalite pasu kali hari beda nomor rangka sesuai coba tim vendor tolong benah usaha bumn asa umkm terima kasih,positif,1
terima kasih mypertamina,netral,0
bagus,positif,1
good,positif,1
sulit rakyat mudah orang duit indonesia rakyat subsidi beli pertalite sulit pakai barcode rakyat aplikasi contoh negara malaysia subsidi murah bahan bakar minyak rakyat,negatif,-1
daftar data valid tolak nomor polisi sesuai nomor polisi kirim email customer pertamina bingung alhamdulillah email kasih ulas balas tanggal januari aplikasi hasil verifikasi terima kasih,negatif,-1
unduh barcode sulit ampun muat halaman,negatif,-1
aplikasi super sulit,positif,1
coba baik aplikasi daftar kartu debit metode bayar kali,netral,0
bagus,positif,1
buruk daftar sulit pesan sulit,negatif,-1
ayo lupa sandi reset sandi muncul pop up link kedaluwarsa coba pegawai pertamina pom respon bantu tolong solved capai benar hasil,netral,0
sambung qr bahan bakar minyak,netral,0
sulit urgent isi bahan bakar daftar mypertamina daftar hasil login sulit masyarakat,negatif,-1
bisa tugas spbu bilang barcode rusak tunda isi pertalite bahan bakar minyak habis lambat,negatif,-1
erti pakai sulit,negatif,-1
gagal buka,negatif,-1
good job,positif,1
you will get many manfaat such as cashback purchase poin,positif,1
aplikasi muncul unit,netral,0
salah sistem mohon cerah isi data sesuai gagal mau sih daftar bikin sulit isi bahan bakar minyak sulit aplikasi masalah pusing coba ibu hadehhh,negatif,-1
mutasi plat nomor ubah cetak qr sesi habis sulit isi scan qr,negatif,-1
cakap,netral,0
xw fandyarief fffffffc,netral,0
aju hapus akun proses selesai selesai solusi,positif,1
daftar subsidi,netral,0
aplikasi susah masyarakat daftar sulit gagal daftar ulang nik daftar perintah sistem susah orang desak antar orang sakit jalan pakai mobil pribadi kuota pom isi minyak kendara layan usaha mypertamina tanggung,negatif,-1
main handphone isi bahan bakar minyak balik main handphone isi bahan bakar minyak,netral,0
bantu,netral,0
cashback,netral,0
maju pantang mundur kabur lari,netral,0
bagus,positif,1
kode registrasi kirim masuk,netral,0
susah foto ktp maksimal mb ambil galeri langsung,negatif,-1
barcode,netral,0
verifikasi tolak gara gara salah input isi silinder pilih opsi ubah ganti kolom isi silinder salah tunggu minggu,negatif,-1
aplikasi buruk repot,negatif,-1
sulit kasih solusi sebal,negatif,-1
program aneh coba unit error sistem pom bensin orang atur suruh hubung customer pertamina hubung customer kasih saran youtube coba bilang langsung tutup telepon customer program nasional wajib warga negara indonesia server solusi korup,negatif,-1
mantap,positif,1
driver taxi angkut darat roda,netral,0
mantap,positif,1
subsidi bantu sulit,negatif,-1
oke,positif,1
kelas bumn bikin aplikasi sulit sumber daya manusia rendah gaji,negatif,-1
website aplikasi daftar unit pemberitahuan gagal sistem email customer solusi gilir tunggu informasi pic daftar website coba pemberitahuan beres suruh ganti perangkat ganti kali handphone beda laptop beda kacau oh ll,negatif,-1
aplikasi sukses bikin darah coba daftar hasil gara gara unggah foto stnk menu daftar,positif,1
update sebal,negatif,-1
bagus,positif,1
error aplikasi,netral,0
pertamina mantap,positif,1
kasih rating bintang biar take down google barcode sesuai perintah aktual sulit ujung ujung presiden rumit,negatif,-1
bagus,positif,1
lancar,netral,0
aplikasi jaman mudah isi bensin sulit isi bensin barcode coba enak,positif,1
aplikasi buruk daftar mobil bayar pajak mobil nomor polisi registrasi masuk korlantas sulit pakai fasilitas negara warga indonesia sulit brengsek,negatif,-1
my pertamina kosong masuk daftar susah muat ulang,negatif,-1
bagus,positif,1
guna friendly sih aplikasi verifikasi lebih good,positif,1
data tulis lengkap verifikasi tolak ubah data sulit ampun,negatif,-1
bayar mypertamina praktis simpel kurang nominal full tangki,positif,1
sulit,negatif,-1
klik tombol lanjut proses tambah kendara,netral,0
sayang pom pertamina terima bayar aplikasi pom pom pinggir jalan lintas kota provinsi aplikasi sih bagus bantu keluar pakai bahan bakar minyak bulan atur history guna aplikasi terima kasih,positif,1
oke,positif,1
tuju aplikasi yah karyawan sih maaf,negatif,-1
respon transaksi,netral,0
daftar,netral,0
salah sistem daftar subsidi subsidi tolong kondisi sistem ulang kali kali via aplikasi website kendala sistem solusi,negatif,-1
anda langsung barcode biar bolak aplikasi,positif,1
layan bagus,positif,1
good,positif,1
aplikasi sampah kali verifikasi tolak aplikasi stabil perintah bisa bikin rakyat susah gampang daftar kendara,negatif,-1
mudah,positif,1
aplikasi buruk verifikasi data asyik ganggu sistem tolong baik aplikasi,negatif,-1
bantu,netral,0
pemberitahuan muat ulang halaman ambil barcode sentuh subsidi pemberitahuan,netral,0
kali coba daftar gagal sistem mohon baik,positif,1
mantap,positif,1
aplikasi sial data stnk bpkb plat nomor ktp tolak alas data valid,negatif,-1
good,positif,1
otp was working whatsapp pesan terima kasih,netral,0
bagus,positif,1
suruh foto stnk subsidi gilir foto centang langsung suruh isi ulang kali kali isi website benar woi samsat benar data,netral,0
puas,positif,1
aplikasi bagus tingkat terima kasih,positif,1
mantap kak,positif,1
simpel,netral,0
koneksi layan input data dokumen aju qr kode mypertamina,netral,0
coba,netral,0
untung perintah aplikasi parah masuk data gagal,negatif,-1
bikin aplikasi gilir keluh susah ampun video call bilang sih telepon video call antar tunggu telepon gelap gulita suara,negatif,-1
aplikasi sampah tolol update susah isi bensin update alhasil bikin pom pegang operasional aplikasi pecat cari kompeten eror isi eh pindai barcode kali kali coba tugas bilang suruh tunggu jam coba,negatif,-1
login,netral,0
guna,netral,0
kumpul point,netral,0
unggah foto ktp daftar klik oke ambil foto cari solusi,positif,1
mantap,positif,1
oke,positif,1
mantap,positif,1
jalan kota,netral,0
hubung gopay mantap pakai aplikasi pakai gopay malam isi pom margonda depok pegawai kasih langsung unduh langsung pakai gopay,positif,1
recomended,netral,0
buruk,negatif,-1
web aplikasi rusak guna salah sistem mohon coba coba hasil sulit isi bahan bakar minyak sulit daftar sulit hei dunia,negatif,-1
pantes jasa bikin barcode bikin sulit foto ktp pencet oke kamera haha uninstall bayar calo,positif,1
aplikasi perintah bagus,positif,1
bikin aplikasi mypertamina spbu alas ganggu hapus mypertamina play store,negatif,-1
oke,positif,1
daftar gagal ber ulang kali daftar gagal,negatif,-1
masuk daftar subsidi aplikasi buka bagai pertamina pilih bulu gin cerita,netral,0
barcode solar kak,netral,0
kasih spbu pakai moga depan spbu pakai,netral,0
mobil mewah alfard crv innova barcode beli pertalite,netral,0
lumayan sih,positif,1
aplikasi tolong baik daftar mypertamina aplikasi unduh handphone daftar terang ganggu sistem huufffttt,positif,1
moga mudah akses bahan bakar minyak layan masyarakat indonesia,positif,1
qr tampil,netral,0
alhamdulillah pasang daftar bahan bakar minyak subsidi nik pakai verifikasi email kirim email alamat saran alhamdulillah langsung balas ikut data baik alhamdulillah proses buka langsung muncul tampil daftar langsung ikut langkah barcode mudah terima kasih admin pertamina,positif,1
update,netral,0
good,positif,1
sinyal hilang bayar tunggu,netral,0
terima kasih kerjasamanya mudah bidang teknologi modern,positif,1
barcode cecer spbu salah jatah bahan bakar minyak ganti barcode susah lupa sandi kirim email riset email kirim mypertamina buka susah belanja uang negeri isi bahan bakar minyak pakai duit sulit,negatif,-1
buruk aplikasi bisa roda pickup deteksi roda,negatif,-1
tolak bayar via bantu malas ambil uang atm,negatif,-1
layan,netral,0
aneh ganggu sistem daftar subsidi tolong baik sistem,negatif,-1
mypertamina mantap,positif,1
uang kembali transaksi januari spbu kletek taman sidoarjo ribu belit layan kembali uang sistem qris bejat,netral,0
pertamina moga lihat komentar rating bintang layan ajar sopan ketus alami isi bensin sulit layan ketus etis isi pom bensin mayor,negatif,-1
cepat bayar,positif,1
aplikasi taiikkkkkkkkkkkkk susah masyarakat sial,negatif,-1
bantu mantap margo mantap,positif,1
aplikasi salah sistem terus daftar mal niat aplikasi arah orang unduh aplikasi isi bensin,netral,0
aplikasi unduh isi saldo gilir pakai pom bensin support,positif,1
pin klaim barcode salah sistem,negatif,-1
mantap ama,positif,1
isi bahan bakar minyak barcode pakai orang kasih barcode orang,netral,0
si aplikasi instansi bumn andal,netral,0
mantap,positif,1
sulit parah keluh mah susah login barcode,negatif,-1
mantap,positif,1
nomor polisi daftar ikut instruksi lampir bpkb stnk foto unit nomor polisi tolak aju banding,netral,0
unduh barcode verifikasi,netral,0
daftar kode qr beli bahan bakar minyak spbu tolong pandu,netral,0
manfaat,netral,0
kali daftar verifikasi tolak nomor polisi sua foto mobil stnk,netral,0
salah sistem rahasia langkah kuti teliti salah simpul sengaja sulit,negatif,-1
oke,positif,1
aplikasi mypertamina good,positif,1
unit susah barcode,negatif,-1
aplikasi error layan buruk bikin adu subsidi bantu,negatif,-1
daftar qr susah gagal coba kali,negatif,-1
daftar subsidi tepat sulit scan ktp langsung galeri ukur file foto batas mb foto ktp kali kali oke opsi ambil foto foto ktp unggah unggah foto surat surat pindai tolong opsi ambil galeri simpel meng unggah data,positif,1
daftar otp bumn bikin anggar negara,netral,0
oke,positif,1
gagal verifikasi sih suruh barcode aplikasi error rakyat suruh layan bahan bakar minyak gin,negatif,-1
perintah bikin rakyat susah suruh daftar oke ikut ehh aplikasi,netral,0
bantu,netral,0
bagus,positif,1
kecewa buruk produk bumn sistem buruk masuk akal kronologi aplikasi unit gagal tolak alas nomor polisi daftar pom tugas kantor pom bilang salah samsat polda metro salah sistem inti isi pertalite saran terap bijak benar sistem,negatif,-1
praktis keren,positif,1
komentar kawan,netral,0
kode qr aplikasi muncul kalimat halaman muat riwayat isi bahan bakar minyak muncul aplikasi,netral,0
oke,positif,1
sulit bayar hutang pakai barcode,negatif,-1
buruk ulang ulang verifikasi gagal sinyal bagus foto lengkap verifikasi gagal kode otp pesan muncul hubung call center solusi suruh ulang ulang gagal verifikasi tolong aplikasi tinjau ulang server terima kasih,negatif,-1
mantap poin,positif,1
aplikasi bos niat sih susah,negatif,-1
serius aplikasi usaha buruk busuk error mana server lot data error malu sih,negatif,-1
bantu,netral,0
aplikasi bikin susah negara paksa rakyat orang beres,negatif,-1
cari qr kode pertalite putar buka web aplikasi,netral,0
aplikasi berat konsumen daftar nik ktp bpkb mobil bpkb leasing mobil lunas,negatif,-1
mantap,positif,1
susah,negatif,-1
bintang nol kasih mudah pasang aplikasi maksiat,positif,1
oke,positif,1
si sesuai nopal nomor polisi sesuai tengok capai daftar,netral,0
mantap boss,positif,1
aplikasi sial daftar susah guna susah,negatif,-1
good,positif,1
oke,positif,1
susah daftar gagal tradisi negara ampun,negatif,-1
daftar pakai eh hilang isi nik,negatif,-1
bagus,positif,1
mantap pokok mahh,positif,1
membntu,netral,0
mohon baik aplikasi baru aplikasi error baru barcode,positif,1
keren,positif,1
susah daftar daftar sistem,negatif,-1
sih isi bensin tuh pertalite kadang karyawan isi mobil kacau pertamina pakai barcode barcode biar jam isi bensin kecewa,negatif,-1
aplikasi cacat allah puluh kali foto stnk hasil,netral,0
erti fungsi aplikasi jual aplikasi biar unduh isi bahan bakar minyak sulit kali mesti tunjuk barcode beda tunjuk barcode barcode bahan bakar langka tolong bantu paham aplikasi lot kali,negatif,-1
kaum rebah bikin aplikasi daftar kendala,negatif,-1
call center urut nomor tunggu jam tunggu,negatif,-1
qr mypertamina gagal notifikasi nik sesuai verifikasi daftar maksud website hasil nik daftar verifikasi,negatif,-1
sulit aplikasi buat akun hasil,negatif,-1
oke mypertamina,positif,1
mudah isi praktis terima kasih,positif,1
bantu,netral,0
buruk hapus mobil daftar repot beli bekas daftar,negatif,-1
simpel,netral,0
bagus sih isi bensin keluar dompet paket data,positif,1
sabtu jan jam isi pertalite ribu pakai barcode kuota habis pom isi tanggal jan isi,netral,0
aplikasi lot,netral,0
isi volume silinder warna plat nomor aplikasi website,netral,0
terima kasih aplikasi mudah,positif,1
aplikasi sial,netral,0
oke,positif,1
mantap,positif,1
bayar bahan bakar minyak mudah,positif,1
ganggu spbu jujur susah sulit,negatif,-1
putar isi data ujung stnk salah roda daftar samsat sdm rendah makan uang pajak isi bensin putar,negatif,-1
verifikasi akun sukses klaim kode qr,positif,1
repot,netral,0
good,positif,1
kemarin daftar barcode kada luarsa login klaim barcode pusing,netral,0
praktis,netral,0
oke,positif,1
aplikasi sulit daftar barcode,negatif,-1
mantap lancar jaya,positif,1
jumat berkah,netral,0
mantap,positif,1
bagus,positif,1
bantu,netral,0
overall oke,positif,1
need improvement,netral,0
mantap bantu,positif,1
mantap,positif,1
bantu,netral,0
salah sistem tolong lh bantu,netral,0
oke,positif,1
tugas ramah,positif,1
cepat antri,netral,0
mantap,positif,1
nice bikin mudah bayar mantap dech mypertamina nice,positif,1
stres pakai aplikasi posting ktp gagal langsung ambil foto galeri uk batas bodoh sengaja susah,negatif,-1
susah daftar kendara,negatif,-1
bikin susah bantu rakyat indonesia,negatif,-1
unduh prioritas mah,netral,0
abu abdillah kaibon barokallohufikum,netral,0
hasil kirim data smp pakai handphone hasil jaring kuat jaring perangkat kirim keluh atensi,positif,1
tolong bantu mudah daftar nasib orang beli kendara cash daftar foto bpkb,positif,1
oke,positif,1
penting,positif,1
mantap indonesa,positif,1
sebentar login ulang repot,netral,0
aplikasi sempurna,positif,1
subsidi tepat error muncul pilih uninstall,positif,1
barcode mypertamina akun muncul,netral,0
oke,positif,1
mau sih pertamina bikin susah masyarakat ambil foto ktp suruh lengkap data kecewa,negatif,-1
login login via browser aplikasi,netral,0
aplikasi daftar,netral,0
daftar hasil kode qr muncul san muncul tulis muat ulang,netral,0
capai daftar akun verifikasi tinggal daftar kendara masuk ganggu pakai laptop,netral,0
sooooo,netral,0
mudah transaksi bahan bakar minyak,positif,1
praktis,netral,0
mudah,positif,1
bantu,netral,0
lokasi,netral,0
keren bantu kala pegang uang tunai isi tangki kosong,positif,1
login gagal sistem coba,negatif,-1
daftar kendara bulan respon,netral,0
susah daftar unggah foto menu daftar pakai indonesia harus error parah,negatif,-1
verifikasi tolak suruh masyarakat pakai aplikasi beli bahan bakar minyak aplikasi pakai baik aplikasi kacau,positif,1
spbu rata mypertamina palembang daerah camat sukarami talang jambi,negatif,-1
apa unggah stnk mobil plus nomor polisi ujung ujung nomor polisi sesuai,netral,0
mudah,positif,1
alhamdulillah gampang cepat bikin foto mobil plat lihat foto stnk bela tinggal ikut aplikasi kode batang muncul menit langsung verifikasi tinggal unduh barcode print deh,positif,1
update baru belit belit,positif,1
sulit isi bensin pakai aplikasi login ambil foto ktp aplikasi ulang sulit,negatif,-1
mudah,positif,1
tolong direktur pertamina slogan sesuai realita lapang slogan ganti gantung realita isi bahan bakar minyak manfaat mayoritas spbu khusus spbu kota medan cari untung isi full tank manfaat cari untung isi full tank isi contoh rp ribu kasih bukti admin bukti,positif,1
barcode salah tugas spbu isi mobil timbun bahan bakar minyak legal lapor,negatif,-1
sulit,negatif,-1
bantu,netral,0
daftar tolak alas nomor polisi salah,netral,0
ganggu isi pertamax,netral,0
daftar tolak,netral,0
parah sih daftar selalu sistem masalah coba selalu masyarakat harus pakai barcode sulit administrasi,negatif,-1
akurat mudah transaksi,positif,1
gagal handphone kamera kentang,negatif,-1
oke,positif,1
aplikasi lol negara lol,positif,1
aplikasi error paksa susah rakyat isi bahan bakar minyak sih capai isi data foto gilir kirim data respon sma loading kek indikasi tanda gagal jaring,negatif,-1
driver gojek hubung gopay mantap mudah uang tunai,positif,1
mypertamina mudah isi bahan bakar minyak,positif,1
foto stnk respon,netral,0
buruk bantu daftar kendara keluarga unggah foto stnk foto langsung inti buruk buruk,negatif,-1
praktis,netral,0
aplikasi orang bodoh daftar otp masuk ulang slide coba ulang pemberitahuan nomor daftar coba langsung masuk nomor daftar akun blokir astaga mabuk kecubung logika masuk program daftar aplikasi kek gin,negatif,-1
tolong akun blokir admin,netral,0
tolong metode bayar dana guna dana mudah transaksi ovo gopay linkaja,positif,1
spbu daerah sumbar riau bayar mypertamina,netral,0
daftar nomor handphone pin unduh aplikasi,netral,0
bagus,positif,1
sulit daftar tambah data tolong baik aplikasi,negatif,-1
mudah beli bahan bakar minyak sesuai jenis kendara online orang jual barcode sesuai spek kendara ktp coba,positif,1
keren,positif,1
bagus,positif,1
bagus,positif,1
bagus,positif,1
good,positif,1
susah daftar mudah masyarakat sulit buruk,negatif,-1
mudah,positif,1
oke bantu layan cepat,positif,1
aplikasi tarik tampil fungsi aplikasi playstore tampil layar utama nama ahh,positif,1
daftar unduh pilih daftar aneh rusak,negatif,-1
mantap beli pakai mypertamina leb praktis cepat,positif,1
praktis mudah,positif,1
alhamdulillah,netral,0
tolak verifikasi alas daftar korlantas samsat urus database muncul korlantas tolak,netral,0
mantap,positif,1
baik,positif,1
barcode subsidi buka aplikasi masuk data nik salah nik ubah,negatif,-1
aplikasi baja,netral,0
mantap,positif,1
error parah foto ktp error parah sih,negatif,-1
oke,positif,1
unggah foto daftar fungsi aplikasi bumn masalah andan daerah merk pertamina,netral,0
oke,positif,1
login kode otp kunjung muncul via whatsapp,netral,0
aplikasi payah bolak daftar kendara tolak tulis data pakai data data sesuai ktp stnk tolak,negatif,-1
aplikasi bagus minus hutang,positif,1
oke,positif,1
aplikasi sulit baru barcode cek ricek detik barcode biar baru laksana kerja banyak kkn,positif,1
sistem buruk daftar subsidi salah sistem unggah data biar beli pertalite,negatif,-1
good,positif,1
need improvement,netral,0
aplikasi rusak error barcode isi suruh refresh benar tuh error jaring lancar install ulang error,netral,0
coba tambah fitur pilih foto galeri daftar unit kendara efektif kondisi stnk tempat fitur ambil foto langsung foto,positif,1
salah sistem,netral,0
bayar eh update sebal tunggu aneh tanggal desember poin transaksi tanggal desember tahun poin hangus sistem,negatif,-1
isi masyarakat bikin susah,negatif,-1
pakai spbu aplikasi luncur alat bayar spbu indonesia,netral,0
suka,netral,0
sulit,negatif,-1
bagus,positif,1
maksud bagus biar data sayang aplikasi pakai input data mobil error habis anggar aplikasi masyarakat nikmat,positif,1
terima kasih perintah susah rakyat premium pertalite pakai daftar barcode hari daftar foto sulit jaring telkomsel buruk isi pertamax terima kasih susah susah rakyat,negatif,-1
oke,positif,1
mudah,positif,1
oke,positif,1
sulit,negatif,-1
tatap cuy,netral,0
update data menu ambil foto ktp hasil foto tampil kosong ulang ulang ulang tunggu data otp menu gilir data otp masuk expired,netral,0
susah,negatif,-1
mantap,positif,1
selagi niat dukung allah swt,negatif,-1
jijik aplikasi perintah bikin sulit tolol,negatif,-1
sistem beli bensin error beli bensin pom tunggu jam,netral,0
aplikasi kelas nasional,netral,0
daftar barcode enak pakai foto file aplikasi live buram kamera hasil,positif,1
daftar kendara tulis salah sistem aplikasi teknologi alternatif buang buang,negatif,-1
good,positif,1
aplikasi error,netral,0
isi motor tugas mypertamina error kaya jawab spbu error mypertamina,netral,0
aplikasi sulit rakyat,negatif,-1
mantap lancar cepat,positif,1
mantap,positif,1
bayar pajak ganti plat nomor material kertas stnk satlantas habis bekal stempel lembar bpkb tentu laku ganti stnk update mypertamina nomor polisi kendara tolak foto tanda bukti lunas wajib bayar aplikasi solutif sulit,negatif,-1
muat laman subsidi,netral,0
isuzu traga roda nomor polisi mobil daftar mypertamina noka nomot plat valid kabupaten daerah tinggal aplikasi kecewa tolong baharu,negatif,-1
aplikasi perintah error salah sistem ikut instruksi aduh anak magang,negatif,-1
sdm daftar ketik daftar masuk registrasi definisi sulit,negatif,-1
praktis,netral,0
maksimal terap,netral,0
aplikasi guna,netral,0
good,positif,1
bantu,netral,0
bantu,netral,0
terima kasih mypertamina berkat aplikasi subsidi bahan bakar minyak hafal nomor nik nomor rangka unggah data gagal mantap tahan,negatif,-1
oke,positif,1
sempurna,positif,1
baik,positif,1
aplikasi buruk habis uang negara layak makan uang haram zholim laknat orang terzolimi,negatif,-1
aju formulir aju banding kendara bikin barcode my pertamina kali email masuk tolak maju indonesia calo bikin gampang mudah,positif,1
daftar gagal ubah data ubah data hasil roda roda verifikasi daftar kendara gagal terang subsidi khusus roda ubah data update mohon cerah terima kasih,positif,1
mantap,positif,1
aplikasi,netral,0
rumit,negatif,-1
guna mudah memper sulit buruk daftar susah mental kocak,negatif,-1
bantu,netral,0
aplikasi sumpah sial nafas terakir sanggup resign,positif,1
izin kare terbit barcode,negatif,-1
sulit aplikasi buruk loading bikin antri,negatif,-1
tolong kembali unggah foto stnk galeri sulit foto langsung mobil diam tempat butuh makan,negatif,-1
mantap,positif,1
sulit,negatif,-1
aplikasi lot daftar isi bahan bakar minyak subsidi gilir daftar mypertamina tanggap,netral,0
klaim kode qr susah ampun aplikasi biar mudah sulit payah,negatif,-1
manfaat,netral,0
pasang promo cashback astrapay maret hilang promo transaksi,netral,0
bagus,positif,1
tunjang layan jasa,netral,0
bagus aplikasi mohon barcode cepat,positif,1
aplikasi bikin pusing,netral,0
susah buka,negatif,-1
nomor polisi kendara sesuai deh sesuai tulis stnk aplikasi baik deh,positif,1
gagal mem foto stnk kendara daftar,negatif,-1
oke,positif,1
buruk daftar sulit,negatif,-1
foto mobil eh verifikasi ulang,netral,0
aplikasi sistem ngawur deploy playstore uji kah salah sistem layan evaluasi rekrut sdm daftar kendara roda tulis roda sistem mending mundur habis anggar balas bot,negatif,-1
sial sial aplikasi daftar susah link kirim periksa whatsapp reset pin pesan sial gin deh beli mi arus daftar,negatif,-1
susah kode barcode gagal,negatif,-1
pertamina,netral,0
mohon maaf admin guna bahan bakar minyak dexlite bayar aplikasi coba kali gagal jaring stabil tolong baik,positif,1
alhamdulillah lancar aman,positif,1
aplikasi daftar baca muat ulang coba siang malam,netral,0
aplikasi mutu gambar salah sistem kali kali benah sistem biar lancar aplikasi mudah sulit email respon aplikasi sial,negatif,-1
aplikasi sampah stnk plat nomor roda bilang tugas spbu barcode daftar roda suruh samsat urus hubung coba aplikasi hadir mudah sulit,negatif,-1
good,positif,1
puas,positif,1
sulit daftar sesuai,negatif,-1
salah sistem daftar kendara halo admin coba baik aplikasi maka juta umat indonesia error bagus aplikasi manfaat kaya gin,positif,1
alaahhhh susah aplikasi cilikkkk keluh keluh gilir uang cepat reng arak korupsi gilir arak arak daftar sulit zaman kesal panas handphone uang,negatif,-1
aplikasi suruh unduh,netral,0
aplikasi bikin susah rakyat,negatif,-1
lambat,negatif,-1
bagus lancar,positif,1
maaf kali beli bahan bakar minyak pakai aplikasi mypertamina mudah aman uang cash,positif,1
foto stnk aplikasi fungsi tolong baik biar aplikasi aplikasi crypto sat set langsung,positif,1
bantu,netral,0
pertamina oye,netral,0
guna bayar beli bahan bakar minyak spbu pertamina,netral,0
aplikasi bodoh data sesuai gagal mobil xenia gin hidup negara,negatif,-1
didik bikin aplikasi ujung akses web buruk,negatif,-1
bulan daftar coba coba emosi tingkat salah sistem mau coba data isi lengkap gilir akun salah sistem sistem buruk malu,negatif,-1
bantu,netral,0
aplikasi mentok foto stnk mobil foto masuk daftar aplikasi daftar susah ampun beli pertalite bikin sulit gin beli pertalite,negatif,-1
buruk pindai salah dark mode handphone ckckck anggar aplikasi newbie,negatif,-1
lanjut data unit,netral,0
admin tolong daftar barcode unggah stnk galeri minta tolong keluarga daftar susah foto stnk foto langsung,negatif,-1
registrasi kali ambil foto shame on you,netral,0
sulit mesti gampang isi bahan bakar minyak,negatif,-1
uud,netral,0
susah rakyat daftar repot,negatif,-1
status daftar nomor polisi yaaak admin,netral,0
mantap tinggal pindai qris mesin operasi masalah input manual,positif,1
isi bahan bakar minyak spbu isi tugas isi transaksi,netral,0
oke,positif,1
oke,positif,1
aplikasi daftar web hasil aplikasi hasil hapus akun aplikasi terang proses mutu suka uang kerja,positif,1
bantu poin,netral,0
aplikasi guna,netral,0
lancar jaya,positif,1
isi bensin sulit bikin barcode menu bantu video call nomor antri tunggu jam,negatif,-1
aplikasi ambil foto ktp,netral,0
daftar verifikasi bayar bank pasang nomor orang takut nomor verifikasi handphone orang,negatif,-1
aplikasi,netral,0
coba moga mudah lancar isi bahan bakar minyak sukses mypertamina aamiin,positif,1
bagus,positif,1
bagus layan mantap,positif,1
akurat,positif,1
aplikasi bagus batas guna bahan bakar minyak subsidi,positif,1
oke,positif,1
aju ganti milik tolak data sesuai sulit beli bahan bakar minyak,netral,0
aplikasi tolol daftar salah sistem,negatif,-1
good,positif,1
mantap lancar jaya,positif,1
aplikasi pakai dompet digital dana,netral,0
aplikasi kaya sial daftar gagal,negatif,-1
spbu semarang mypertamina,netral,0
aplikasi aneh isi data lengkap masuk daftar aplikasi perintah indonesia lambat sulit daftar login sulit rakyat bisa,negatif,-1
aplikasi buruk pin nomor telepon lucu,negatif,-1
te,netral,0
tolol cacat barcode susah sulit foto stnk ambil gambar,negatif,-1
mantap,positif,1
oke,positif,1
admin desa lengkap sih jawa timur tulungagung boyolangu desa serut malam akun paksa pilih lurah boyolangu,negatif,-1
login sulit,negatif,-1
struk beli bayar mypertamina enak transaksi,positif,1
pilih edit data transportasi,netral,0
unggah data kendara gagal pemberitahuan salah sistem mohon baik,netral,0
mantap,positif,1
pekan desember tanggal jan nomor polisi sesuai telepon respon mesin email alamat lampir arah template ubah data baharu data unggah data arah ambil foto unit langsung sesuai pandu tolak alas nomor polisi sesuai,negatif,-1
sandi klaim arah tolong reset,netral,0
pertamina beres daftar kali kali barcode mobil innova alfard isi pertalite barcode pertamina rugingak beres,netral,0
